# Time (s),Altitude (ft),Vertical velocity (m/s),Vertical acceleration (m/s²),Position East of launch (ft),Position North of launch (ft),Latitude (° N),Longitude (° E),Roll rate (r/s),Pitch rate (r/s),Yaw rate (r/s),Air temperature (°F),Air pressure (mbar)
4.619,931.806,39.536,-10.737,17.737,0.003,28.61,-80.6,0,0.007,-0.001,55.677,979.94
4.629,933.101,39.429,-10.731,17.773,0.003,28.61,-80.6,0,0.007,-0,55.672,979.894
4.639,934.393,39.322,-10.726,17.808,0.003,28.61,-80.6,0,0.007,-0,55.668,979.847
4.649,935.682,39.214,-10.721,17.844,0.003,28.61,-80.6,0,0.007,-0,55.663,979.801
4.659,936.966,39.107,-10.715,17.879,0.003,28.61,-80.6,0,-0.007,-0,55.659,979.755
4.669,938.248,39,-10.708,17.915,0.003,28.61,-80.6,0,-0.007,-0,55.654,979.71
4.679,939.525,38.893,-10.701,17.95,0.003,28.61,-80.6,0,-0.007,-0,55.65,979.664
4.689,940.8,38.786,-10.695,17.986,0.004,28.61,-80.6,0,-0.007,-0,55.645,979.618
4.699,942.07,38.679,-10.688,18.021,0.004,28.61,-80.6,0,-0.007,-0,55.64,979.573
4.709,943.338,38.572,-10.683,18.057,0.004,28.61,-80.6,0,-0.007,-0,55.636,979.528
4.719,944.601,38.465,-10.677,18.092,0.004,28.61,-80.6,0,-0.006,-0,55.631,979.482
4.729,945.862,38.359,-10.672,18.127,0.004,28.61,-80.6,0,-0.006,-0,55.627,979.437
4.739,947.118,38.252,-10.667,18.162,0.004,28.61,-80.6,0,-0.006,-0,55.622,979.392
4.749,948.372,38.145,-10.662,18.197,0.004,28.61,-80.6,0,-0.005,-0,55.618,979.348
4.759,949.621,38.039,-10.656,18.232,0.004,28.61,-80.6,0,-0.005,-0,55.613,979.303
4.769,950.868,37.932,-10.651,18.267,0.004,28.61,-80.6,0,-0.004,-0,55.609,979.258
4.779,952.11,37.826,-10.645,18.302,0.004,28.61,-80.6,0,-0.004,-0,55.605,979.214
4.789,953.35,37.719,-10.64,18.337,0.004,28.61,-80.6,0,-0.003,-0,55.6,979.17
4.799,954.585,37.613,-10.634,18.371,0.004,28.61,-80.6,0,-0.003,-0,55.596,979.126
4.809,955.818,37.507,-10.629,18.406,0.004,28.61,-80.6,0,-0.002,-0,55.591,979.081
4.819,957.046,37.4,-10.625,18.44,0.004,28.61,-80.6,0,-0.002,-0,55.587,979.038
4.829,958.272,37.294,-10.62,18.475,0.004,28.61,-80.6,0,-0.001,-0,55.583,978.994
4.839,959.494,37.188,-10.615,18.509,0.004,28.61,-80.6,0,-0.001,-0,55.578,978.95
4.849,960.712,37.082,-10.611,18.543,0.004,28.61,-80.6,0,-0,-0,55.574,978.907
4.859,961.927,36.976,-10.606,18.577,0.004,28.61,-80.6,0,-0,-0,55.57,978.863
4.869,963.138,36.87,-10.601,18.611,0.004,28.61,-80.6,0,0,-0,55.565,978.82
4.879,964.346,36.764,-10.596,18.645,0.004,28.61,-80.6,0,0.001,-0,55.561,978.777
4.889,965.55,36.658,-10.591,18.679,0.004,28.61,-80.6,0,0.001,-0,55.557,978.734
4.899,966.751,36.552,-10.586,18.713,0.004,28.61,-80.6,0,0.002,-0,55.552,978.691
4.909,967.949,36.446,-10.581,18.746,0.004,28.61,-80.6,0,0.003,-0,55.548,978.648
4.919,969.143,36.34,-10.577,18.78,0.004,28.61,-80.6,0,0.003,-0,55.544,978.605
4.929,970.333,36.235,-10.572,18.814,0.004,28.61,-80.6,0,0.004,-0,55.54,978.563
4.939,971.52,36.129,-10.567,18.847,0.004,28.61,-80.6,0,0.004,-0,55.535,978.52
4.949,972.704,36.023,-10.562,18.88,0.004,28.61,-80.6,0,0.005,-0,55.531,978.478
4.959,973.884,35.918,-10.558,18.913,0.004,28.61,-80.6,0,0.005,-0,55.527,978.436
4.969,975.061,35.812,-10.553,18.947,0.004,28.61,-80.6,0,0.006,-0,55.523,978.394
4.979,976.234,35.707,-10.549,18.98,0.004,28.61,-80.6,0,0.006,-0,55.519,978.352
4.989,977.404,35.601,-10.545,19.013,0.004,28.61,-80.6,0,0.007,-0,55.514,978.31
4.999,978.57,35.496,-10.541,19.045,0.004,28.61,-80.6,0,0.007,-0,55.51,978.268
5.009,979.733,35.39,-10.536,19.078,0.004,28.61,-80.6,0,0.008,-0,55.506,978.227
5.019,980.892,35.285,-10.531,19.111,0.004,28.61,-80.6,0,0.008,-0,55.502,978.185
5.029,982.048,35.18,-10.527,19.143,0.004,28.61,-80.6,0,0.009,-0,55.498,978.144
5.039,983.201,35.074,-10.522,19.176,0.004,28.61,-80.6,0,0.009,-0,55.494,978.103
5.049,984.35,34.969,-10.518,19.208,0.004,28.61,-80.6,0,0.009,-0,55.49,978.062
5.059,985.495,34.864,-10.513,19.241,0.004,28.61,-80.6,0,0.01,-0,55.486,978.021
5.069,986.637,34.759,-10.508,19.273,0.004,28.61,-80.6,0,0.01,-0,55.481,977.98
5.079,987.776,34.654,-10.504,19.305,0.004,28.61,-80.6,0,0.011,-0,55.477,977.939
5.089,988.911,34.549,-10.499,19.337,0.004,28.61,-80.6,0,0.011,-0,55.473,977.898
5.099,990.043,34.444,-10.494,19.369,0.004,28.61,-80.6,0,0.012,-0,55.469,977.858
5.109,991.171,34.339,-10.49,19.401,0.004,28.61,-80.6,0,0.012,-0,55.465,977.818
5.119,992.296,34.234,-10.485,19.433,0.004,28.61,-80.6,0,0.013,-0,55.461,977.777
5.129,993.418,34.129,-10.481,19.465,0.004,28.61,-80.6,0,0.013,-0,55.457,977.737
5.139,994.536,34.024,-10.477,19.496,0.004,28.61,-80.6,0,0.014,-0,55.453,977.697
5.149,995.65,33.92,-10.472,19.528,0.004,28.61,-80.6,0,0.014,-0,55.449,977.658
5.159,996.761,33.815,-10.469,19.559,0.004,28.61,-80.6,0,0.015,-0,55.445,977.618
5.169,997.869,33.71,-10.465,19.591,0.004,28.61,-80.6,0,0.015,-0,55.441,977.578
5.179,998.973,33.606,-10.462,19.622,0.004,28.61,-80.6,0,0.016,-0,55.438,977.539
5.189,1000.074,33.501,-10.459,19.653,0.004,28.61,-80.6,0,0.016,-0,55.434,977.499
5.199,1001.172,33.397,-10.455,19.685,0.004,28.61,-80.6,0,0.016,-0,55.43,977.46
5.209,1002.266,33.292,-10.452,19.716,0.004,28.61,-80.6,0,0.017,-0,55.426,977.421
5.219,1003.356,33.187,-10.449,19.747,0.004,28.61,-80.6,0,0.017,-0,55.422,977.382
5.229,1004.443,33.083,-10.445,19.778,0.004,28.61,-80.6,0,0.017,-0,55.418,977.343
5.239,1005.527,32.979,-10.442,19.809,0.004,28.61,-80.6,0,0.017,-0,55.414,977.304
5.249,1006.607,32.874,-10.439,19.84,0.004,28.61,-80.6,0,0.017,-0,55.41,977.266
5.259,1007.684,32.77,-10.435,19.871,0.004,28.61,-80.6,0,0.017,-0,55.406,977.227
5.269,1008.757,32.665,-10.432,19.901,0.004,28.61,-80.6,0,0.017,-0,55.403,977.189
5.279,1009.827,32.561,-10.428,19.932,0.004,28.61,-80.6,0,0.018,-0,55.399,977.151
5.289,1010.894,32.457,-10.424,19.963,0.004,28.61,-80.6,0,0.018,-0,55.395,977.113
5.299,1011.957,32.353,-10.421,19.994,0.004,28.61,-80.6,0,0.018,-0,55.391,977.075
5.309,1013.017,32.248,-10.418,20.024,0.004,28.61,-80.6,0,0.018,-0,55.387,977.037
5.319,1014.073,32.144,-10.415,20.055,0.004,28.61,-80.6,0,-0.018,-0,55.384,976.999
5.329,1015.126,32.04,-10.413,20.086,0.004,28.61,-80.6,0,-0.018,-0,55.38,976.961
5.339,1016.176,31.936,-10.411,20.117,0.004,28.61,-80.6,0,-0.018,-0,55.376,976.924
5.349,1017.222,31.832,-10.408,20.147,0.004,28.61,-80.6,0,-0.017,-0,55.372,976.886
5.359,1018.264,31.728,-10.405,20.178,0.004,28.61,-80.6,0,-0.017,-0,55.369,976.849
5.369,1019.303,31.624,-10.402,20.208,0.004,28.61,-80.6,0,-0.017,-0,55.365,976.812
5.379,1020.339,31.52,-10.398,20.239,0.004,28.61,-80.6,0,-0.017,-0,55.361,976.775
5.389,1021.372,31.416,-10.395,20.27,0.004,28.61,-80.6,0,-0.017,-0,55.358,976.738
5.399,1022.401,31.312,-10.391,20.3,0.004,28.61,-80.6,0,-0.017,-0,55.354,976.701
5.409,1023.426,31.208,-10.388,20.331,0.004,28.61,-80.6,0,-0.016,-0,55.35,976.665
5.419,1024.448,31.104,-10.384,20.362,0.004,28.61,-80.6,0,-0.016,-0,55.347,976.628
5.429,1025.467,31,-10.38,20.392,0.004,28.61,-80.6,0,-0.016,-0,55.343,976.592
5.439,1026.483,30.897,-10.376,20.423,0.004,28.61,-80.6,0,-0.016,-0,55.339,976.555
5.449,1027.495,30.793,-10.372,20.454,0.004,28.61,-80.6,0,-0.016,-0,55.336,976.519
5.459,1028.503,30.689,-10.369,20.485,0.004,28.61,-80.6,0,-0.015,-0,55.332,976.483
5.469,1029.508,30.585,-10.367,20.515,0.004,28.61,-80.6,0,-0.015,-0,55.329,976.447
5.479,1030.51,30.482,-10.364,20.546,0.004,28.61,-80.6,0,-0.015,-0,55.325,976.411
5.489,1031.508,30.378,-10.362,20.577,0.005,28.61,-80.6,0,-0.015,-0,55.321,976.376
5.499,1032.503,30.275,-10.359,20.607,0.005,28.61,-80.6,0,-0.014,-0,55.318,976.34
5.509,1033.495,30.171,-10.356,20.638,0.005,28.61,-80.6,0,-0.014,-0,55.314,976.305
5.519,1034.483,30.067,-10.353,20.669,0.005,28.61,-80.6,0,-0.014,-0,55.311,976.269
5.529,1035.468,29.964,-10.35,20.7,0.005,28.61,-80.6,0,-0.013,-0,55.307,976.234
5.539,1036.449,29.86,-10.347,20.731,0.005,28.61,-80.6,0,-0.013,-0,55.304,976.199
5.549,1037.427,29.757,-10.344,20.761,0.005,28.61,-80.6,0,-0.013,-0,55.3,976.164
5.559,1038.402,29.654,-10.34,20.792,0.005,28.61,-80.6,0,-0.012,-0,55.297,976.129
5.569,1039.373,29.55,-10.336,20.823,0.005,28.61,-80.6,0,-0.012,-0,55.293,976.095
5.579,1040.341,29.447,-10.332,20.854,0.005,28.61,-80.6,0,-0.012,-0,55.29,976.06
5.589,1041.305,29.344,-10.328,20.885,0.005,28.61,-80.6,0,-0.011,-0,55.287,976.025
5.599,1042.266,29.24,-10.324,20.916,0.005,28.61,-80.6,0,-0.011,-0,55.283,975.991
5.609,1043.224,29.137,-10.323,20.947,0.005,28.61,-80.6,0,-0.011,-0,55.28,975.957
5.619,1044.178,29.034,-10.321,20.978,0.005,28.61,-80.6,0,-0.01,-0,55.276,975.923
5.629,1045.129,28.931,-10.32,21.009,0.005,28.61,-80.6,0,-0.01,-0,55.273,975.889
5.639,1046.076,28.827,-10.319,21.04,0.005,28.61,-80.6,0,-0.009,-0,55.27,975.855
5.649,1047.021,28.724,-10.318,21.071,0.005,28.61,-80.6,0,-0.009,-0,55.266,975.821
5.659,1047.961,28.621,-10.314,21.103,0.005,28.61,-80.6,0,-0.008,-0,55.263,975.788
5.669,1048.899,28.518,-10.31,21.134,0.005,28.61,-80.6,0,-0.008,-0,55.259,975.754
5.679,1049.832,28.415,-10.306,21.165,0.005,28.61,-80.6,0,-0.007,-0,55.256,975.721
5.689,1050.763,28.312,-10.302,21.197,0.005,28.61,-80.6,0,-0.007,-0,55.253,975.687
5.699,1051.69,28.209,-10.298,21.228,0.005,28.61,-80.6,0,-0.006,-0,55.25,975.654
5.709,1052.614,28.106,-10.293,21.259,0.005,28.61,-80.6,0,-0.006,-0,55.246,975.621
5.719,1053.534,28.003,-10.288,21.291,0.005,28.61,-80.6,0,-0.005,-0,55.243,975.588
5.729,1054.451,27.9,-10.283,21.322,0.005,28.61,-80.6,0,-0.005,-0,55.24,975.556
5.739,1055.365,27.797,-10.278,21.354,0.005,28.61,-80.6,0,-0.005,-0,55.236,975.523
5.749,1056.275,27.695,-10.274,21.385,0.005,28.61,-80.6,0,-0.004,-0,55.233,975.49
5.759,1057.182,27.592,-10.27,21.417,0.005,28.61,-80.6,0,-0.004,-0,55.23,975.458
5.769,1058.086,27.489,-10.266,21.449,0.005,28.61,-80.6,0,-0.004,-0,55.227,975.426
5.779,1058.986,27.387,-10.262,21.48,0.005,28.61,-80.6,0,-0.003,-0,55.223,975.393
5.789,1059.883,27.284,-10.257,21.512,0.005,28.61,-80.6,0,-0.003,-0,55.22,975.361
5.799,1060.776,27.181,-10.253,21.544,0.005,28.61,-80.6,0,-0.003,-0,55.217,975.329
5.809,1061.667,27.079,-10.249,21.575,0.005,28.61,-80.6,0,-0.002,-0,55.214,975.298
5.819,1062.553,26.976,-10.244,21.607,0.005,28.61,-80.6,0,-0.002,-0,55.211,975.266
5.829,1063.437,26.874,-10.239,21.639,0.005,28.61,-80.6,0,-0.002,-0,55.208,975.234
5.839,1064.317,26.772,-10.234,21.671,0.005,28.61,-80.6,0,-0.002,-0,55.204,975.203
5.849,1065.193,26.669,-10.23,21.702,0.005,28.61,-80.6,0,-0.001,-0,55.201,975.172
5.859,1066.067,26.567,-10.226,21.734,0.005,28.61,-80.6,0,-0.001,-0,55.198,975.14
5.869,1066.937,26.465,-10.223,21.766,0.005,28.61,-80.6,0,-0.001,-0,55.195,975.109
5.879,1067.803,26.363,-10.22,21.798,0.005,28.61,-80.6,0,-0.001,-0,55.192,975.078
5.889,1068.666,26.26,-10.217,21.829,0.005,28.61,-80.6,0,-0.001,-0,55.189,975.047
5.899,1069.526,26.158,-10.214,21.861,0.005,28.61,-80.6,0,-0.001,-0,55.186,975.017
5.909,1070.383,26.056,-10.211,21.893,0.005,28.61,-80.6,0,-0,-0,55.183,974.986
5.919,1071.236,25.954,-10.208,21.925,0.005,28.61,-80.6,0,-0,-0,55.18,974.956
5.929,1072.086,25.852,-10.205,21.957,0.005,28.61,-80.6,0,-0,-0,55.177,974.925
5.939,1072.932,25.75,-10.202,21.988,0.005,28.61,-80.6,0,0,-0,55.174,974.895
5.949,1073.775,25.648,-10.199,22.02,0.005,28.61,-80.6,0,0,-0,55.171,974.865
5.959,1074.615,25.546,-10.195,22.052,0.005,28.61,-80.6,0,0,-0,55.168,974.835
5.969,1075.452,25.444,-10.192,22.084,0.005,28.61,-80.6,0,0.001,-0,55.165,974.805
5.979,1076.285,25.342,-10.188,22.116,0.005,28.61,-80.6,0,0.001,-0,55.162,974.775
5.989,1077.115,25.24,-10.184,22.148,0.005,28.61,-80.6,0,0.001,-0,55.159,974.745
5.999,1077.941,25.138,-10.181,22.179,0.005,28.61,-80.6,0,0.001,-0,55.156,974.716
6.009,1078.764,25.037,-10.176,22.211,0.005,28.61,-80.6,0,0.001,-0,55.153,974.686
6.019,1079.584,24.935,-10.172,22.243,0.005,28.61,-80.6,0,0.001,-0,55.15,974.657
6.029,1080.4,24.833,-10.167,22.275,0.005,28.61,-80.6,0,0.001,-0,55.147,974.628
6.039,1081.213,24.732,-10.163,22.307,0.005,28.61,-80.6,0,0.002,-0,55.144,974.599
6.049,1082.023,24.63,-10.159,22.339,0.005,28.61,-80.6,0,0.002,-0,55.141,974.57
6.059,1082.829,24.528,-10.155,22.37,0.005,28.61,-80.6,0,0.002,-0,55.138,974.541
6.069,1083.632,24.427,-10.152,22.402,0.005,28.61,-80.6,0,0.002,-0,55.136,974.512
6.079,1084.432,24.325,-10.148,22.434,0.005,28.61,-80.6,0,-0.002,-0,55.133,974.484
6.089,1085.229,24.224,-10.145,22.466,0.005,28.61,-80.6,0,-0.002,-0,55.13,974.455
6.099,1086.022,24.122,-10.142,22.497,0.005,28.61,-80.6,0,-0.002,-0,55.127,974.427
6.109,1086.811,24.021,-10.138,22.529,0.005,28.61,-80.6,0,-0.002,-0,55.124,974.399
6.119,1087.598,23.92,-10.134,22.561,0.005,28.61,-80.6,0,-0.002,-0,55.121,974.371
6.129,1088.381,23.818,-10.13,22.593,0.005,28.61,-80.6,0,-0.001,-0,55.119,974.343
6.139,1089.161,23.717,-10.127,22.624,0.005,28.61,-80.6,0,-0.001,-0,55.116,974.315
6.149,1089.937,23.616,-10.123,22.656,0.006,28.61,-80.6,0,-0.001,-0,55.113,974.287
6.159,1090.71,23.515,-10.12,22.687,0.006,28.61,-80.6,0,-0.001,-0,55.11,974.259
6.169,1091.48,23.413,-10.118,22.719,0.006,28.61,-80.6,0,-0.001,-0,55.108,974.232
6.179,1092.247,23.312,-10.115,22.751,0.006,28.61,-80.6,0,-0.001,-0,55.105,974.204
6.189,1093.01,23.211,-10.112,22.782,0.006,28.61,-80.6,0,-0.001,-0,55.102,974.177
6.199,1093.77,23.11,-10.11,22.814,0.006,28.61,-80.6,0,-0.001,-0,55.099,974.15
6.209,1094.526,23.009,-10.107,22.845,0.006,28.61,-80.6,0,-0.001,-0,55.097,974.123
6.219,1095.28,22.908,-10.104,22.876,0.006,28.61,-80.6,0,-0.001,-0,55.094,974.096
6.229,1096.029,22.807,-10.102,22.908,0.006,28.61,-80.6,0,-0.001,-0,55.091,974.069
6.239,1096.776,22.706,-10.099,22.939,0.006,28.61,-80.6,0,-0,-0,55.089,974.043
6.249,1097.519,22.605,-10.097,22.971,0.006,28.61,-80.6,0,-0,-0,55.086,974.016
6.259,1098.259,22.504,-10.094,23.002,0.006,28.61,-80.6,0,-0,-0,55.083,973.99
6.269,1098.996,22.403,-10.091,23.033,0.006,28.61,-80.6,0,-0,-0,55.081,973.963
6.279,1099.729,22.302,-10.088,23.065,0.006,28.61,-80.6,0,-0,-0,55.078,973.937
6.289,1100.459,22.201,-10.085,23.096,0.006,28.61,-80.6,0,-0,-0,55.076,973.911
6.299,1101.186,22.1,-10.083,23.127,0.006,28.61,-80.6,0,-0,-0,55.073,973.885
6.309,1101.909,22,-10.079,23.158,0.006,28.61,-80.6,0,-0,-0,55.07,973.859
6.319,1102.63,21.899,-10.076,23.189,0.006,28.61,-80.6,0,0,-0,55.068,973.833
6.329,1103.346,21.798,-10.072,23.221,0.006,28.61,-80.6,0,0,-0,55.065,973.808
6.339,1104.06,21.697,-10.069,23.252,0.006,28.61,-80.6,0,0,-0,55.063,973.782
6.349,1104.77,21.597,-10.066,23.283,0.006,28.61,-80.6,0,0,-0,55.06,973.757
6.359,1105.477,21.496,-10.063,23.314,0.006,28.61,-80.6,0,0.001,-0,55.058,973.731
6.369,1106.181,21.395,-10.059,23.345,0.006,28.61,-80.6,0,0.001,-0,55.055,973.706
6.379,1106.881,21.295,-10.056,23.376,0.006,28.61,-80.6,0,0.001,-0,55.053,973.681
6.389,1107.578,21.194,-10.053,23.407,0.006,28.61,-80.6,0,0.001,-0,55.05,973.656
6.399,1108.272,21.094,-10.05,23.438,0.006,28.61,-80.6,0,0.001,-0,55.048,973.632
6.409,1108.962,20.993,-10.048,23.469,0.006,28.61,-80.6,0,0.002,-0,55.045,973.607
6.419,1109.649,20.893,-10.045,23.5,0.006,28.61,-80.6,0,0.002,-0,55.043,973.582
6.429,1110.333,20.792,-10.043,23.53,0.006,28.61,-80.6,0,0.002,-0,55.04,973.558
6.439,1111.013,20.692,-10.041,23.561,0.006,28.61,-80.6,0,0.002,-0,55.038,973.534
6.449,1111.691,20.592,-10.039,23.592,0.006,28.61,-80.6,0,0.002,-0,55.036,973.509
6.459,1112.365,20.491,-10.036,23.623,0.006,28.61,-80.6,0,0.002,-0,55.033,973.485
6.469,1113.035,20.391,-10.033,23.653,0.006,28.61,-80.6,0,0.003,-0,55.031,973.461
6.479,1113.703,20.291,-10.03,23.684,0.006,28.61,-80.6,0,0.003,-0,55.028,973.437
6.489,1114.367,20.19,-10.028,23.714,0.006,28.61,-80.6,0,0.003,-0,55.026,973.414
6.499,1115.027,20.09,-10.025,23.745,0.006,28.61,-80.6,0,0.003,-0,55.024,973.39
6.509,1115.685,19.99,-10.022,23.775,0.006,28.61,-80.6,0,0.003,-0,55.021,973.367
6.519,1116.339,19.89,-10.019,23.806,0.006,28.61,-80.6,0,0.004,-0,55.019,973.343
6.529,1116.99,19.789,-10.017,23.836,0.006,28.61,-80.6,0,0.004,-0,55.017,973.32
6.539,1117.638,19.689,-10.014,23.867,0.006,28.61,-80.6,0,0.004,-0,55.014,973.297
6.549,1118.282,19.589,-10.012,23.897,0.006,28.61,-80.6,0,0.004,-0,55.012,973.274
6.559,1118.923,19.489,-10.01,23.927,0.006,28.61,-80.6,0,0.005,-0,55.01,973.251
6.569,1119.561,19.389,-10.008,23.958,0.006,28.61,-80.6,0,0.005,-0,55.007,973.228
6.579,1120.195,19.289,-10.006,23.988,0.006,28.61,-80.6,0,0.005,-0,55.005,973.205
6.589,1120.826,19.189,-10.004,24.018,0.006,28.61,-80.6,0,0.005,-0,55.003,973.183
6.599,1121.454,19.089,-10.002,24.048,0.006,28.61,-80.6,0,0.005,-0,55.001,973.16
6.609,1122.079,18.989,-9.999,24.078,0.006,28.61,-80.6,0,0.006,-0,54.998,973.138
6.619,1122.7,18.889,-9.996,24.108,0.006,28.61,-80.6,0,0.006,-0,54.996,973.116
6.629,1123.318,18.789,-9.994,24.138,0.006,28.61,-80.6,0,0.006,-0,54.994,973.094
6.639,1123.933,18.689,-9.991,24.168,0.006,28.61,-80.6,0,0.006,-0,54.992,973.072
6.649,1124.545,18.589,-9.989,24.198,0.006,28.61,-80.6,0,0.007,-0,54.99,973.05
6.659,1125.153,18.489,-9.987,24.228,0.006,28.61,-80.6,0,0.007,-0,54.988,973.028
6.669,1125.758,18.389,-9.985,24.258,0.006,28.61,-80.6,0,0.007,-0,54.985,973.006
6.679,1126.36,18.289,-9.982,24.288,0.006,28.61,-80.6,0,0.007,-0,54.983,972.985
6.689,1126.958,18.19,-9.98,24.317,0.006,28.61,-80.6,0,0.007,-0,54.981,972.964
6.699,1127.553,18.09,-9.978,24.347,0.006,28.61,-80.6,0,0.008,-0,54.979,972.942
6.709,1128.145,17.99,-9.976,24.377,0.006,28.61,-80.6,0,0.008,-0,54.977,972.921
6.719,1128.734,17.89,-9.974,24.406,0.006,28.61,-80.6,0,0.008,-0,54.975,972.9
6.729,1129.319,17.791,-9.972,24.436,0.006,28.61,-80.6,0,0.008,-0,54.973,972.879
6.739,1129.901,17.691,-9.97,24.465,0.006,28.61,-80.6,0,0.008,-0,54.971,972.858
6.749,1130.48,17.591,-9.968,24.495,0.006,28.61,-80.6,0,0.009,-0,54.969,972.838
6.759,1131.055,17.491,-9.966,24.524,0.006,28.61,-80.6,0,0.009,-0,54.966,972.817
6.769,1131.627,17.392,-9.964,24.554,0.006,28.61,-80.6,0,0.009,-0,54.964,972.797
6.779,1132.196,17.292,-9.963,24.583,0.006,28.61,-80.6,0,0.009,-0,54.962,972.776
6.789,1132.762,17.193,-9.961,24.613,0.007,28.61,-80.6,0,0.009,-0,54.96,972.756
6.799,1133.324,17.093,-9.959,24.642,0.007,28.61,-80.6,0,0.01,-0,54.958,972.736
6.809,1133.884,16.993,-9.957,24.671,0.007,28.61,-80.6,0,0.01,-0,54.956,972.716
6.819,1134.44,16.894,-9.955,24.7,0.007,28.61,-80.6,0,0.01,-0,54.954,972.696
6.829,1134.992,16.794,-9.953,24.73,0.007,28.61,-80.6,0,0.01,-0,54.952,972.676
6.839,1135.542,16.695,-9.951,24.759,0.007,28.61,-80.6,0,0.01,-0,54.95,972.657
6.849,1136.088,16.595,-9.949,24.788,0.007,28.61,-80.6,0,0.01,-0,54.949,972.637
6.859,1136.63,16.496,-9.948,24.817,0.007,28.61,-80.6,0,0.011,-0,54.947,972.618
6.869,1137.17,16.396,-9.946,24.846,0.007,28.61,-80.6,0,0.011,-0,54.945,972.599
6.879,1137.706,16.297,-9.944,24.875,0.007,28.61,-80.6,0,0.011,-0,54.943,972.579
6.889,1138.239,16.197,-9.942,24.904,0.007,28.61,-80.6,0,0.011,-0,54.941,972.56
6.899,1138.769,16.098,-9.94,24.933,0.007,28.61,-80.6,0,0.011,-0,54.939,972.541
6.909,1139.296,15.999,-9.938,24.962,0.007,28.61,-80.6,0,0.011,-0,54.937,972.523
6.919,1139.819,15.899,-9.936,24.991,0.007,28.61,-80.6,0,0.011,-0,54.935,972.504
6.929,1140.339,15.8,-9.933,25.02,0.007,28.61,-80.6,0,0.012,-0,54.933,972.485
6.939,1140.856,15.701,-9.931,25.049,0.007,28.61,-80.6,0,0.012,-0,54.932,972.467
6.949,1141.369,15.601,-9.929,25.078,0.007,28.61,-80.6,0,0.012,-0,54.93,972.448
6.959,1141.879,15.502,-9.927,25.107,0.007,28.61,-80.6,0,0.012,-0,54.928,972.43
6.969,1142.386,15.403,-9.925,25.136,0.007,28.61,-80.6,0,0.012,-0,54.926,972.412
6.979,1142.89,15.303,-9.924,25.165,0.007,28.61,-80.6,0,0.012,-0,54.924,972.394
6.989,1143.391,15.204,-9.922,25.193,0.007,28.61,-80.6,0,0.013,-0,54.922,972.376
6.999,1143.888,15.105,-9.92,25.222,0.007,28.61,-80.6,0,0.013,-0,54.921,972.358
7.009,1144.382,15.006,-9.918,25.251,0.007,28.61,-80.6,0,0.013,-0,54.919,972.341
7.019,1144.872,14.907,-9.916,25.279,0.007,28.61,-80.6,0,0.013,-0,54.917,972.323
7.029,1145.36,14.808,-9.915,25.308,0.007,28.61,-80.6,0,0.013,-0,54.915,972.306
7.039,1145.844,14.708,-9.913,25.337,0.007,28.61,-80.6,0,0.013,-0,54.914,972.288
7.049,1146.325,14.609,-9.911,25.365,0.007,28.61,-80.6,0,0.014,-0,54.912,972.271
7.059,1146.803,14.51,-9.909,25.394,0.007,28.61,-80.6,0,0.014,-0,54.91,972.254
7.069,1147.277,14.411,-9.908,25.422,0.007,28.61,-80.6,0,0.014,-0,54.909,972.237
7.079,1147.748,14.312,-9.906,25.451,0.007,28.61,-80.6,0,0.014,-0,54.907,972.22
7.089,1148.216,14.213,-9.904,25.479,0.007,28.61,-80.6,0,0.014,-0,54.905,972.204
7.099,1148.681,14.114,-9.902,25.507,0.007,28.61,-80.6,0,0.014,-0,54.904,972.187
7.109,1149.142,14.015,-9.9,25.536,0.007,28.61,-80.6,0,0.014,-0,54.902,972.171
7.119,1149.6,13.916,-9.898,25.564,0.007,28.61,-80.6,0,0.015,-0,54.9,972.154
7.129,1150.055,13.817,-9.896,25.593,0.007,28.61,-80.6,0,0.015,-0,54.899,972.138
7.139,1150.507,13.718,-9.894,25.621,0.007,28.61,-80.6,0,0.015,-0,54.897,972.122
7.149,1150.955,13.619,-9.892,25.649,0.007,28.61,-80.6,0,0.015,-0,54.896,972.106
7.159,1151.401,13.52,-9.891,25.677,0.007,28.61,-80.6,0,0.015,-0,54.894,972.09
7.169,1151.843,13.421,-9.889,25.705,0.007,28.61,-80.6,0,0.016,-0,54.892,972.074
7.179,1152.281,13.322,-9.888,25.734,0.007,28.61,-80.6,0,0.016,-0,54.891,972.058
7.189,1152.717,13.224,-9.886,25.762,0.007,28.61,-80.6,0,0.016,-0,54.889,972.043
7.199,1153.149,13.125,-9.885,25.79,0.007,28.61,-80.6,0,0.016,-0,54.888,972.027
7.209,1153.578,13.026,-9.883,25.818,0.007,28.61,-80.6,0,0.016,-0,54.886,972.012
7.219,1154.004,12.927,-9.881,25.846,0.007,28.61,-80.6,0,0.016,-0,54.885,971.997
7.229,1154.426,12.828,-9.879,25.874,0.007,28.61,-80.6,0,0.017,-0,54.883,971.982
7.239,1154.845,12.729,-9.877,25.902,0.007,28.61,-80.6,0,0.017,-0,54.882,971.967
7.249,1155.262,12.631,-9.876,25.93,0.007,28.61,-80.6,0,0.017,-0,54.88,971.952
7.259,1155.674,12.532,-9.874,25.958,0.007,28.61,-80.6,0,0.017,-0,54.879,971.937
7.269,1156.084,12.433,-9.872,25.985,0.007,28.61,-80.6,0,0.017,-0,54.877,971.922
