State - Time (s),State - Flight Stage,State - PX (m),State - PY (m),State - PZ (m),State - VX (m/s),State - VY (m/s),State - VZ (m/s),State - AX (m/s/s),State - AY (m/s/s),State - AZ (m/s/s),State - Apogee Est (m),State - Time to Apogee (s),State - Off-Vert Angle (deg),State - Time in Stage (s),MS5611 - Pres (hPa),MS5611 - Temp (C),MS5611 - Alt ASL (m),MAX-M10S - Lat (deg),MAX-M10S - Lon (deg),MAX-M10S - Alt (m),MAX-M10S - vN (m/s),MAX-M10S - vE (m/s),MAX-M10S - vD (m/s),MAX-M10S - Fix Quality,MAX-M10S - Time of Day,BMI088 - Acc X (m/s^2),BMI088 - Acc Y (m/s^2),BMI088 - Acc Z (m/s^2),BMI088 - Gyro X (rad/s),BMI088 - Gyro Y (rad/s),BMI088 - Gyro Z (rad/s),MotorDriver - Motor Position,MotorDriver - Motor Angle,MotorDriver - Motor Velocity,MotorDriver - Battery Voltage,Bat Voltage - Voltage (V)
12.370,0,-433.837,-165.074,-150.869,-70.143,-26.689,-24.393,-5.670,-2.158,-1.972,0.000,0.000,142.052,12.389,1014.370,11.840,-9.315,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,-9.905,0.287,0.223,-0.026,-0.055,0.006,0.000,0.0,0.000,0.000,0.000
18.987,0,-894.511,-320.013,-275.598,-96.133,-29.814,-29.962,-3.928,-0.472,-0.842,0.000,0.000,157.260,19.008,1014.380,11.980,-9.398,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,-9.797,0.302,0.029,-0.006,-0.021,-0.017,0.000,0.0,0.012,23.376,3.949
19.258,0,-3.300,-0.900,-0.474,28.872,15.013,8.994,-3.547,-0.613,-0.588,0.000,0.000,158.574,19.277,1014.440,12.350,-9.897,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,-9.898,0.065,0.151,-0.094,0.045,0.006,0.000,0.0,-0.021,23.371,3.954
19.527,0,1.598,0.869,-0.688,26.921,14.134,8.055,-3.525,-0.659,-0.583,0.000,0.000,158.751,19.547,1014.480,12.510,-10.229,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,-9.898,0.101,0.151,-0.026,-0.045,-0.062,-0.000,-0.0,0.040,23.374,3.954
19.799,0,1.575,0.844,-1.063,22.552,12.175,6.655,-3.507,-0.476,-0.524,0.000,0.000,158.916,19.818,1014.540,12.590,-10.728,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,-9.934,0.172,0.215,0.156,0.013,0.000,0.000,0.0,0.007,23.367,3.972
20.065,0,1.209,0.669,-1.309,17.840,9.994,5.273,-3.493,-0.507,-0.583,0.000,0.000,159.529,20.085,1014.560,12.640,-10.895,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,-9.876,0.187,0.093,0.000,0.013,-0.009,0.000,0.0,0.005,23.371,3.954
20.335,0,0.940,0.543,-1.349,13.521,7.915,4.115,-3.230,-0.624,-0.481,0.000,0.000,160.778,20.355,1014.560,12.670,-10.895,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,-9.891,0.129,0.122,0.064,0.032,-0.015,0.000,0.0,0.001,23.371,3.960
20.608,0,0.697,0.423,-1.312,9.789,6.054,3.174,-3.169,-0.621,-0.542,0.000,0.000,161.578,20.628,1014.560,12.700,-10.895,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,-9.812,0.208,0.043,-0.004,-0.081,0.030,0.000,0.0,0.001,23.374,3.954
20.876,0,0.478,0.311,-1.491,6.840,4.558,2.253,-3.012,-0.713,-0.438,0.000,0.000,162.096,20.895,1014.580,12.720,-11.061,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,-9.869,0.065,0.072,0.006,0.047,-0.070,0.000,0.0,-0.020,23.390,3.949
21.147,0,0.321,0.231,-1.460,4.511,3.376,1.669,-2.937,-0.394,-0.253,0.000,0.000,162.565,21.167,1014.540,12.740,-10.728,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,-9.999,0.287,0.259,0.077,0.119,0.009,0.000,0.0,0.010,23.392,3.954
21.417,0,0.206,0.174,-1.398,2.739,2.469,1.243,-2.859,-0.471,-0.462,0.000,0.000,163.258,21.437,1014.570,12.750,-10.978,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,-9.783,0.251,0.115,0.045,0.009,0.009,0.000,0.0,0.016,23.355,3.960
21.688,0,0.113,0.124,-1.529,1.393,1.741,0.775,-2.648,-0.611,-0.347,0.000,0.000,163.328,21.707,1014.570,12.770,-10.978,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,-9.841,0.136,0.280,-0.038,-0.079,0.049,0.000,0.0,-0.001,23.378,3.949
21.956,0,0.040,0.082,-1.680,0.359,1.173,0.380,-2.890,-0.603,-0.487,0.000,0.000,163.513,21.975,1014.590,12.790,-11.144,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,-9.776,0.259,0.007,0.087,0.019,-0.043,0.000,0.0,-0.012,23.383,3.960
22.226,0,-0.013,0.055,-1.587,-0.414,0.742,0.284,-2.803,-0.607,-0.369,0.000,0.000,164.070,22.245,1014.570,12.800,-10.978,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,-9.862,0.309,0.043,0.085,0.002,0.109,0.000,0.0,-0.014,23.392,3.949
22.497,0,-0.053,0.032,-1.658,-0.970,0.402,0.095,-2.454,-0.545,-0.183,0.000,0.000,164.841,22.516,1014.580,12.810,-11.061,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,-9.941,0.273,0.302,0.055,0.030,0.036,0.000,0.0,-0.003,23.385,3.966
22.764,0,-0.078,0.012,-1.540,-1.369,0.117,0.115,-2.500,-0.700,-0.226,0.000,0.000,164.996,22.783,1014.560,12.820,-10.895,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,-9.927,0.180,0.151,0.030,0.011,-0.062,0.000,0.0,-0.016,23.383,3.949
23.033,0,-0.098,-0.001,-1.763,-1.669,-0.066,-0.170,-2.547,-0.640,-0.323,0.000,0.000,165.538,23.053,1014.600,12.830,-11.227,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,-9.841,0.244,0.014,-0.043,-0.011,0.107,0.000,0.0,0.013,23.374,3.972
23.305,0,-0.117,-0.012,-1.561,-1.872,-0.225,-0.009,-2.201,-0.766,-0.166,0.000,0.000,166.211,23.324,1014.540,12.850,-10.728,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,-9.920,0.036,0.180,-0.006,0.075,0.004,0.000,0.0,0.011,23.365,3.949
23.573,0,-0.121,-0.019,-1.730,-1.980,-0.328,-0.180,-2.172,-0.553,-0.194,0.000,0.000,166.970,23.592,1014.570,12.860,-10.978,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,-9.869,0.244,0.180,-0.032,0.081,-0.017,0.000,0.0,-0.019,23.385,3.960
23.842,0,-0.126,-0.023,-1.721,-2.053,-0.394,-0.194,-2.126,-0.604,-0.099,0.000,0.000,166.874,23.862,1014.580,12.870,-11.061,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,-9.955,0.165,0.230,0.028,-0.036,-0.021,0.000,0.0,-0.012,23.369,3.954
24.113,0,-0.132,-0.027,-1.722,-2.105,-0.454,-0.192,-2.158,-0.739,-0.258,0.000,0.000,167.426,24.133,1014.570,12.880,-10.978,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,-9.819,0.158,0.022,0.028,0.045,0.141,0.000,0.0,0.024,23.399,3.954
24.384,0,-0.135,-0.033,-1.646,-2.120,-0.530,-0.135,-2.146,-0.757,-0.136,0.000,0.000,167.443,24.404,1014.570,12.890,-10.978,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,-9.934,0.280,0.079,0.019,0.002,-0.064,0.000,0.0,0.011,23.374,3.949
24.652,0,-0.132,-0.036,-1.614,-2.115,-0.598,-0.102,-1.963,-0.640,-0.190,0.000,0.000,167.901,24.671,1014.550,12.900,-10.811,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,-9.833,0.266,0.194,0.038,0.070,-0.098,0.000,0.0,-0.000,23.387,3.960
24.923,0,-0.134,-0.040,-1.524,-2.094,-0.629,-0.027,-1.777,-0.640,-0.162,0.000,0.000,168.503,24.942,1014.560,12.900,-10.895,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,-9.826,0.180,0.251,0.053,-0.026,-0.079,0.000,0.0,0.013,23.383,3.949
25.193,0,-0.133,-0.040,-1.655,-2.067,-0.626,-0.137,-1.799,-0.656,-0.052,0.000,0.000,168.800,25.213,1014.560,12.910,-10.895,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,-9.941,0.165,0.194,0.004,-0.111,0.036,0.000,0.0,0.003,23.374,3.972
25.461,0,-0.127,-0.039,-1.663,-2.036,-0.644,-0.147,-1.820,-0.709,-0.039,0.000,0.000,168.863,25.480,1014.560,12.920,-10.895,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,-9.963,0.115,0.136,-0.023,-0.087,-0.006,0.000,0.0,-0.017,23.385,3.949
25.732,0,-0.125,-0.040,-1.712,-1.985,-0.639,-0.191,-1.733,-0.611,-0.147,0.000,0.000,169.694,25.751,1014.600,12.930,-11.227,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,-9.833,0.230,0.108,-0.011,0.017,0.040,0.000,0.0,-0.005,23.376,3.966
26.003,0,-0.125,-0.041,-1.385,-1.946,-0.637,0.121,-1.686,-0.413,-0.027,0.000,0.000,169.796,26.023,1014.540,12.940,-10.728,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,-9.927,0.352,0.251,-0.062,-0.028,0.004,0.000,0.0,-0.001,23.392,3.960
26.271,0,-0.118,-0.039,-1.796,-1.887,-0.619,-0.253,-1.587,-0.492,-0.032,0.000,0.000,170.414,26.290,1014.630,12.950,-11.476,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,-9.912,0.287,0.194,0.094,0.053,-0.030,0.000,0.0,0.007,23.392,3.954
26.541,0,-0.114,-0.039,-1.919,-1.823,-0.633,-0.301,-1.559,-0.738,-0.040,0.000,0.000,170.445,26.561,1014.630,12.950,-11.476,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,-9.920,0.136,0.093,-0.040,-0.045,0.058,0.000,0.0,0.006,23.385,3.943
26.811,0,-0.112,-0.040,-1.751,-1.766,-0.637,-0.120,-1.431,-0.685,-0.118,0.000,0.000,170.872,26.831,1014.590,12.960,-11.144,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,-9.819,0.144,0.144,-0.028,-0.066,0.075,0.000,0.0,0.011,23.374,3.960
27.082,0,-0.110,-0.041,-1.601,-1.693,-0.651,0.025,-1.314,-0.737,-0.012,0.000,0.000,171.587,27.101,1014.560,12.970,-10.895,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,-9.912,0.050,0.108,0.017,-0.019,-0.075,0.000,0.0,0.002,23.369,3.954
27.350,0,-0.104,-0.041,-1.603,-1.636,-0.647,0.013,-1.339,-0.659,-0.030,0.000,0.000,171.341,27.369,1014.580,12.980,-11.061,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,-9.891,0.151,0.172,0.000,-0.162,-0.173,0.000,0.0,-0.034,23.383,3.960
27.620,0,-0.100,-0.040,-1.727,-1.577,-0.643,-0.083,-1.326,-0.622,-0.089,0.000,0.000,171.596,27.640,1014.580,12.980,-11.061,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,-9.826,0.244,0.158,0.011,0.000,0.011,0.000,0.0,0.008,23.381,3.949
27.891,0,-0.098,-0.041,-1.711,-1.524,-0.649,-0.026,-1.233,-0.670,-0.046,0.000,0.000,171.895,27.911,1014.590,12.990,-11.144,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,-9.862,0.108,0.158,0.026,-0.053,0.021,0.000,0.0,0.012,23.397,3.949
28.159,0,-0.092,-0.041,-1.723,-1.458,-0.659,-0.035,-1.216,-0.800,0.033,0.000,0.000,172.427,28.178,1014.570,13.010,-10.978,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,-9.948,0.165,0.036,-0.094,0.043,0.070,0.000,0.0,-0.019,23.392,3.937
28.428,0,-0.088,-0.043,-1.727,-1.389,-0.688,-0.005,-1.016,-0.653,-0.074,0.000,0.000,172.299,28.448,1014.580,13.020,-11.061,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,-9.805,0.208,0.287,-0.064,-0.113,0.023,0.000,0.0,-0.012,23.376,3.960
28.699,0,-0.088,-0.045,-1.625,-1.346,-0.697,0.090,-1.083,-0.775,0.029,0.000,0.000,172.681,28.718,1014.580,13.020,-11.061,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,-9.927,0.136,0.115,0.009,0.092,-0.009,0.000,0.0,-0.022,23.374,3.954
28.967,0,-0.081,-0.042,-1.754,-1.285,-0.672,-0.046,-1.051,-0.593,-0.019,0.000,0.000,172.792,28.986,1014.580,13.030,-11.061,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,-9.862,0.151,0.208,0.145,-0.062,-0.038,0.000,0.0,0.011,23.374,3.966
29.236,0,-0.078,-0.042,-1.641,-1.254,-0.674,0.060,-1.174,-0.614,-0.048,0.000,0.000,173.098,29.256,1014.570,13.040,-10.978,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,-9.848,0.266,0.043,0.062,-0.011,-0.051,0.000,0.0,-0.002,23.399,3.954
29.508,0,-0.078,-0.042,-1.774,-1.217,-0.662,-0.058,-0.990,-0.643,-0.024,0.000,0.000,173.234,29.527,1014.590,13.050,-11.144,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,-9.855,0.122,0.158,-0.141,-0.017,0.009,0.000,0.0,-0.032,23.399,3.954
29.775,0,-0.074,-0.041,-1.591,-1.189,-0.669,0.125,-0.942,-0.587,0.023,0.000,0.000,173.097,29.795,1014.560,13.060,-10.895,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,-9.891,0.144,0.259,0.043,-0.070,-0.055,0.000,0.0,-0.015,23.371,3.943
30.045,0,-0.073,-0.041,-1.679,-1.165,-0.667,0.030,-0.984,-0.614,-0.057,0.000,0.000,173.251,30.065,1014.560,13.060,-10.895,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,-9.819,0.165,0.172,0.147,-0.064,-0.100,-0.000,-0.0,0.033,23.390,3.978
30.318,0,-0.073,-0.041,-1.734,-1.143,-0.638,-0.027,-0.933,-0.562,0.089,0.000,0.000,173.357,30.338,1014.580,13.070,-11.061,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,-9.955,0.093,0.237,-0.019,-0.113,-0.081,0.000,0.0,0.009,23.378,3.943
30.588,0,-0.072,-0.039,-1.722,-1.113,-0.600,0.006,-0.954,-0.498,0.033,0.000,0.000,173.735,30.608,1014.570,13.070,-10.978,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,-9.898,0.201,0.187,0.062,0.013,0.109,0.000,0.0,-0.017,23.383,3.960
30.855,0,-0.067,-0.036,-1.707,-1.079,-0.589,0.012,-0.866,-0.522,-0.005,0.000,0.000,174.373,30.875,1014.570,13.080,-10.978,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,-9.855,0.122,0.129,0.096,0.083,-0.036,0.000,0.0,0.015,23.378,3.949
31.125,0,-0.067,-0.035,-1.644,-1.046,-0.551,0.029,-0.975,-0.464,0.031,0.000,0.000,174.581,31.144,1014.580,13.090,-11.061,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,-9.898,0.208,0.036,0.043,-0.109,-0.051,0.000,0.0,0.026,23.374,3.960
31.395,0,-0.065,-0.033,-1.686,-1.007,-0.500,-0.001,-0.780,-0.225,0.071,0.000,0.000,175.496,31.414,1014.580,13.090,-11.061,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,-9.912,0.165,0.136,0.017,0.117,-0.085,0.000,0.0,-0.012,23.376,3.949
31.662,0,-0.060,-0.028,-1.753,-0.948,-0.444,-0.055,-0.815,-0.270,0.010,0.000,0.000,175.637,31.682,1014.590,13.100,-11.144,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,-9.855,0.208,0.072,-0.017,0.094,-0.038,0.000,0.0,-0.020,23.378,3.960
31.932,0,-0.056,-0.026,-1.793,-0.887,-0.401,-0.061,-0.681,-0.295,0.077,0.000,0.000,175.924,31.952,1014.580,13.110,-11.061,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,-9.912,0.194,0.144,0.002,-0.043,-0.004,0.000,0.0,-0.037,23.385,3.949
32.202,0,-0.054,-0.025,-1.737,-0.839,-0.398,0.017,-0.586,-0.402,-0.021,0.000,0.000,175.921,32.221,1014.590,13.110,-11.144,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,-9.812,0.151,0.165,0.036,-0.026,-0.013,0.000,0.0,0.033,23.390,3.949
32.469,0,-0.050,-0.026,-1.790,-0.789,-0.419,-0.025,-0.499,-0.437,-0.024,0.000,0.000,175.840,32.488,1014.580,13.120,-11.061,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,-9.805,0.165,0.230,0.040,0.102,0.011,0.000,0.0,-0.005,23.374,3.954
32.739,0,-0.048,-0.026,-1.835,-0.753,-0.417,-0.032,-0.671,-0.417,0.082,0.000,0.000,175.872,32.759,1014.610,13.130,-11.310,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,-9.920,0.259,0.108,0.077,0.006,0.121,0.000,0.0,0.017,23.371,3.966
33.010,0,-0.046,-0.027,-1.660,-0.719,-0.430,0.132,-0.549,-0.440,0.102,0.000,0.000,175.832,33.029,1014.550,13.130,-10.811,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,-9.934,0.158,0.201,0.009,0.081,-0.034,0.000,0.0,-0.026,23.374,3.943
33.277,0,-0.044,-0.026,-1.690,-0.708,-0.413,0.083,-0.688,-0.289,0.072,0.000,0.000,175.849,33.296,1014.580,13.150,-11.061,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,-9.905,0.259,0.165,-0.070,-0.115,0.128,0.000,0.0,-0.011,23.378,3.954
33.546,0,-0.043,-0.025,-1.698,-0.689,-0.409,0.062,-0.548,-0.457,0.020,0.000,0.000,176.088,33.566,1014.580,13.150,-11.061,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,-9.855,0.086,0.136,0.006,-0.021,-0.068,0.000,0.0,0.009,23.369,3.943
33.816,0,-0.043,-0.026,-1.708,-0.663,-0.401,0.049,-0.475,-0.386,0.014,0.000,0.000,176.523,33.836,1014.560,13.150,-10.895,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,-9.841,0.136,0.165,0.009,-0.075,0.000,0.000,0.0,-0.010,23.362,3.978
34.085,0,-0.040,-0.025,-1.675,-0.644,-0.395,0.088,-0.493,-0.323,0.133,0.000,0.000,176.206,34.104,1014.580,13.170,-11.061,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,-9.955,0.180,0.251,-0.098,0.002,-0.141,0.000,0.0,0.009,23.367,3.949
34.356,0,-0.040,-0.024,-1.777,-0.636,-0.383,0.009,-0.643,-0.285,0.022,0.000,0.000,176.224,34.376,1014.590,13.180,-11.144,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,-9.855,0.158,0.115,-0.030,0.015,-0.107,0.000,0.0,-0.016,23.385,3.960
34.626,0,-0.040,-0.022,-1.728,-0.643,-0.345,0.044,-0.629,-0.226,0.026,0.000,0.000,176.185,34.645,1014.590,13.190,-11.144,7.0426781,-49.9699236,318.826,0.000,0.000,0.000,0,00:00:00,-9.855,0.208,0.172,0.030,0.023,-0.026,0.000,0.0,0.002,23.381,3.949
34.893,0,-0.040,-0.021,-1.712,-0.644,-0.326,0.058,-0.380,-0.204,0.063,0.000,0.000,176.634,34.912,1014.580,13.200,-11.061,7.0399545,-49.9695063,318.581,0.000,0.000,0.000,0,00:00:00,-9.876,0.108,0.316,0.058,0.055,0.023,0.000,0.0,0.015,23.371,3.966
35.163,0,-0.040,-0.019,-1.696,-0.636,-0.301,0.080,-0.593,-0.128,0.070,0.000,0.000,176.482,35.182,1014.560,13.200,-10.895,7.0358690,-49.9688805,318.213,0.000,0.000,0.000,0,00:00:00,-9.891,0.323,0.223,-0.002,-0.064,0.064,0.000,0.0,0.013,23.369,3.937
35.432,0,-0.040,-0.018,-1.790,-0.626,-0.285,-0.003,-0.472,-0.276,0.026,0.000,0.000,176.653,35.452,1014.580,13.210,-11.061,7.3940952,-48.4883598,351.261,0.000,0.000,0.000,0,00:00:00,-9.848,0.187,0.208,-0.053,0.096,0.117,0.000,0.0,-0.018,23.353,3.960
35.702,0,-0.039,-0.019,-1.769,-0.600,-0.302,0.039,-0.431,-0.408,0.075,0.000,0.000,176.209,35.722,1014.600,13.210,-11.227,7.3900216,-48.4877369,350.876,0.000,0.000,0.000,0,00:00:00,-9.898,0.180,0.244,0.030,-0.096,-0.092,0.000,0.0,0.021,23.374,3.949
35.970,0,-0.037,-0.020,-1.651,-0.603,-0.327,0.143,-0.613,-0.574,0.060,0.000,0.000,176.013,35.989,1014.570,13.220,-10.978,7.3873059,-48.4873216,350.620,0.000,0.000,0.000,0,00:00:00,-9.905,0.079,0.036,0.013,-0.030,0.019,0.000,0.0,0.005,23.374,3.954
36.241,0,-0.038,-0.022,-1.764,-0.600,-0.345,0.024,-0.581,-0.308,-0.016,0.000,0.000,176.488,36.260,1014.570,13.220,-10.978,7.3832322,-48.4866987,350.235,0.000,0.000,0.000,0,00:00:00,-9.812,0.273,0.129,0.060,0.047,-0.083,0.000,0.0,-0.005,23.383,3.937
36.511,0,-0.038,-0.022,-1.664,-0.583,-0.346,0.130,-0.515,-0.271,-0.046,0.000,0.000,176.829,36.530,1014.560,13.230,-10.895,7.3791585,-48.4860758,349.851,0.000,0.000,0.000,0,00:00:00,-9.776,0.302,0.144,-0.011,-0.004,0.023,0.000,0.0,-0.005,23.369,3.954
36.780,0,-0.035,-0.021,-1.685,-0.551,-0.340,0.105,-0.412,-0.238,0.039,0.000,0.000,177.005,36.799,1014.560,13.240,-10.895,7.3764427,-48.4856606,349.595,0.000,0.000,0.000,0,00:00:00,-9.855,0.244,0.223,-0.045,-0.060,0.098,0.000,0.0,-0.009,23.355,3.954
37.051,0,-0.033,-0.021,-1.792,-0.529,-0.347,-0.016,-0.301,-0.381,0.086,0.000,0.000,177.141,37.071,1014.590,13.250,-11.144,7.3723689,-48.4850377,349.211,0.000,0.000,0.000,0,00:00:00,-9.905,0.072,0.208,0.017,0.034,0.032,0.000,0.0,0.013,23.371,3.954
37.323,0,-0.034,-0.022,-1.604,-0.523,-0.350,0.172,-0.375,-0.226,0.026,0.000,0.000,177.125,37.342,1014.580,13.250,-11.061,7.0538901,-49.7695787,319.837,0.000,0.000,0.000,0,00:00:00,-9.841,0.194,0.237,0.004,-0.017,-0.023,0.000,0.0,-0.022,23.381,3.943
37.591,0,-0.030,-0.022,-1.772,-0.477,-0.352,0.002,-0.309,-0.146,0.199,0.000,0.000,177.231,37.610,1014.620,13.260,-11.393,7.0511670,-49.7691617,319.591,0.000,0.000,0.000,0,00:00:00,-10.006,0.287,0.330,0.002,0.034,-0.102,0.000,0.0,-0.005,23.392,3.954
37.863,0,-0.029,-0.020,-1.732,-0.459,-0.324,0.027,-0.517,-0.498,-0.017,0.000,0.000,176.849,37.882,1014.600,13.270,-11.227,7.0470825,-49.7685363,319.223,0.000,0.000,0.000,0,00:00:00,-9.819,0.108,0.007,0.000,0.013,0.079,0.000,0.0,-0.002,23.383,3.949
38.133,0,-0.029,-0.021,-1.764,-0.459,-0.329,0.021,-0.329,-0.170,-0.042,0.000,0.000,176.572,38.153,1014.590,13.270,-11.144,7.0429979,-49.7679108,318.855,0.000,0.000,0.000,0,00:00:00,-9.762,0.316,0.395,-0.036,-0.034,-0.004,0.000,0.0,-0.024,23.365,3.966
38.404,0,-0.029,-0.023,-1.787,-0.448,-0.371,0.023,-0.241,-0.437,0.258,0.000,0.000,177.172,38.423,1014.590,13.270,-11.144,6.6699037,-51.2553937,286.113,0.000,0.000,0.000,0,00:00:00,-10.078,0.050,0.223,0.079,0.081,-0.107,0.000,0.0,-0.010,23.369,3.960
38.672,0,-0.025,-0.022,-1.743,-0.393,-0.347,0.079,-0.379,-0.586,-0.009,0.000,0.000,177.323,38.691,1014.590,13.290,-11.144,7.0361901,-49.7668684,318.242,0.000,0.000,0.000,0,00:00:00,-9.826,0.050,-0.029,-0.034,0.009,0.194,0.000,0.0,0.004,23.358,3.943
38.943,0,-0.025,-0.024,-1.775,-0.394,-0.389,0.055,-0.243,-0.289,0.187,0.000,0.000,177.366,38.963,1014.570,13.290,-10.978,6.6630794,-51.2543484,285.530,0.000,0.000,0.000,0,00:00:00,-9.999,0.201,0.266,-0.053,-0.083,0.045,0.000,0.0,0.002,23.369,3.966
39.214,0,-0.024,-0.023,-1.740,-0.368,-0.355,0.096,-0.470,-0.177,0.039,0.000,0.000,178.045,39.234,1014.580,13.290,-11.061,6.3217405,-52.5962518,257.138,0.000,0.000,0.000,0,00:00:00,-9.855,0.381,0.029,0.100,0.015,-0.232,0.000,0.0,0.021,23.369,3.937
39.482,0,-0.022,-0.021,-1.688,-0.353,-0.328,0.145,-0.295,-0.059,-0.008,0.000,0.000,178.139,39.501,1014.580,13.300,-11.061,6.3190064,-52.5958335,256.916,0.000,0.000,0.000,0,00:00:00,-9.797,0.366,0.223,0.109,0.089,-0.036,0.000,0.0,-0.023,23.367,3.954
39.752,0,-0.021,-0.020,-1.751,-0.337,-0.314,0.078,-0.275,-0.326,-0.079,0.000,0.000,178.179,39.772,1014.600,13.310,-11.227,6.3149051,-52.5952060,256.584,0.000,0.000,0.000,0,00:00:00,-9.740,0.093,0.072,-0.053,0.000,-0.006,0.000,0.0,0.035,23.360,3.943
40.023,0,-0.020,-0.018,-1.762,-0.309,-0.265,0.099,-0.138,-0.089,0.431,0.000,0.000,178.730,40.043,1014.600,13.320,-11.227,5.5854528,-55.4320964,200.903,0.000,0.000,0.000,0,00:00:00,-10.236,0.266,0.244,0.049,0.058,-0.053,0.000,0.0,-0.025,23.358,3.960
40.290,0,-0.017,-0.016,-1.694,-0.294,-0.255,0.112,-0.632,-0.189,0.031,0.000,0.000,178.509,40.310,1014.570,13.330,-10.978,5.5827140,-55.4316801,200.707,0.000,0.000,0.000,0,00:00:00,-9.848,0.510,-0.194,0.028,-0.015,0.081,0.000,0.0,0.019,23.371,3.949
40.562,0,-0.017,-0.015,-1.747,-0.257,-0.230,0.074,-0.096,-0.318,-0.182,0.000,0.000,178.639,40.581,1014.580,13.330,-11.061,5.5786059,-55.4310558,200.412,0.000,0.000,0.000,0,00:00:00,-9.632,0.086,0.115,0.023,-0.023,0.100,0.000,0.0,-0.016,23.369,3.960
40.831,0,-0.016,-0.016,-1.623,-0.254,-0.266,0.185,-0.346,-0.271,-0.084,0.000,0.000,178.789,40.851,1014.550,13.340,-10.811,5.9458231,-53.9858718,227.570,0.000,0.000,0.000,0,00:00:00,-9.733,0.223,-0.057,-0.121,0.023,0.072,0.000,0.0,0.006,23.367,3.949
