State - Time (s),State - Flight Stage,State - PX (m),State - PY (m),State - PZ (m),State - VX (m/s),State - VY (m/s),State - VZ (m/s),State - AX (m/s/s),State - AY (m/s/s),State - AZ (m/s/s),State - Apogee Est (m),State - Time to Apogee (s),State - Off-Vert Angle (deg),State - Time in Stage (s),MS5611 - Pres (hPa),MS5611 - Temp (C),MS5611 - Alt ASL (m),MAX-M10S - Lat (deg),MAX-M10S - Lon (deg),MAX-M10S - Alt (m),MAX-M10S - vN (m/s),MAX-M10S - vE (m/s),MAX-M10S - vD (m/s),MAX-M10S - Fix Quality,MAX-M10S - Time of Day,BMI088 - Acc X (m/s^2),BMI088 - Acc Y (m/s^2),BMI088 - Acc Z (m/s^2),BMI088 - Gyro X (rad/s),BMI088 - Gyro Y (rad/s),BMI088 - Gyro Z (rad/s),MotorDriver - Motor Position,MotorDriver - Motor Angle,MotorDriver - Motor Velocity,MotorDriver - Battery Voltage,Bat Voltage - Voltage (V)
609.517,0,39.098,-75.908,-0.693,0.246,-0.502,0.028,0.237,-0.468,0.035,0.000,0.000,176.896,609.537,1014.470,21.760,-10.146,39.0824114,-75.8755475,-19.452,0.023,-0.044,0.035,20,13:00:45,-9.855,0.201,0.180,0.017,0.049,-0.026,0.001,0.0,0.016,23.248,3.943
609.786,0,39.097,-75.905,-0.446,0.241,-0.472,0.248,0.310,-0.429,0.023,0.000,0.000,177.244,609.806,1014.350,21.770,-9.149,39.0824114,-75.8755475,-19.450,-0.047,0.020,-0.070,20,13:00:45,-9.841,0.201,0.309,-0.002,-0.028,0.009,0.001,0.0,-0.018,23.264,3.954
610.058,0,39.098,-75.905,-0.619,0.243,-0.465,0.082,0.402,-0.453,0.078,0.000,0.000,176.948,610.078,1014.470,21.780,-10.146,39.0824113,-75.8755474,-19.419,0.032,-0.039,-0.074,20,13:00:45,-9.898,0.215,0.352,0.047,0.081,-0.045,0.001,0.0,-0.014,23.255,3.954
610.330,0,39.097,-75.905,-0.671,0.223,-0.478,0.047,0.234,-0.445,0.095,0.000,0.000,177.070,610.350,1014.440,21.780,-9.897,39.0824113,-75.8755474,-19.396,0.013,-0.025,0.028,20,13:00:45,-9.912,0.223,0.237,-0.015,0.062,0.049,0.001,0.0,0.024,23.241,3.960
610.604,0,39.095,-75.907,-0.724,0.194,-0.498,-0.017,0.089,-0.463,0.041,0.000,0.000,176.375,610.627,1014.470,21.780,-10.146,39.0824112,-75.8755476,-19.358,0.026,-0.062,-0.030,20,13:00:46,-9.855,0.345,0.172,-0.049,0.062,0.100,0.001,0.0,-0.006,23.237,3.937
610.875,0,39.094,-75.908,-0.582,0.172,-0.538,0.124,-0.006,-0.699,-0.036,0.000,0.000,176.072,610.895,1014.430,21.790,-9.814,39.0824112,-75.8755478,-19.315,-0.066,0.042,-0.007,20,13:00:46,-9.797,0.151,0.057,0.017,0.053,0.094,0.001,0.0,0.041,23.246,3.960
611.146,0,39.093,-75.911,-0.779,0.167,-0.571,-0.055,0.266,-0.544,0.034,0.000,0.000,176.293,611.166,1014.470,21.790,-10.146,39.0824111,-75.8755479,-19.280,0.000,-0.029,0.017,20,13:00:46,-9.855,0.266,0.287,0.017,-0.011,-0.087,0.001,0.0,-0.010,23.255,3.954
611.425,0,39.093,-75.915,-0.569,0.152,-0.599,0.151,0.172,-0.757,0.097,0.000,0.000,176.562,611.444,1014.430,21.780,-9.814,39.0824111,-75.8755479,-19.248,0.021,0.000,-0.046,20,13:00:47,-9.934,0.022,0.244,-0.021,0.015,-0.077,0.001,0.0,0.006,23.255,3.954
611.695,0,39.092,-75.913,-0.626,0.160,-0.589,0.086,0.366,-0.484,0.092,0.000,0.000,176.599,611.714,1014.450,21.790,-9.980,39.0824111,-75.8755479,-19.222,-0.001,-0.012,-0.036,20,13:00:47,-9.912,0.251,0.316,0.032,0.072,0.081,0.001,0.0,0.027,23.241,3.954
611.966,0,39.093,-75.914,-0.769,0.166,-0.618,-0.051,-0.001,-0.858,0.007,0.000,0.000,175.935,611.986,1014.480,21.800,-10.229,39.0824111,-75.8755481,-19.174,0.018,0.047,-0.029,20,13:00:47,-9.855,0.007,0.000,-0.094,-0.036,0.102,0.001,0.0,0.009,23.255,3.966
612.241,0,39.093,-75.917,-0.579,0.172,-0.643,0.144,0.347,-0.633,0.135,0.000,0.000,175.927,612.261,1014.430,21.800,-9.814,39.0824110,-75.8755483,-19.130,0.012,0.008,-0.064,20,13:00:47,-9.963,0.244,0.345,-0.060,0.111,0.038,0.001,0.0,0.007,23.255,3.954
612.511,0,39.092,-75.917,-0.761,0.159,-0.665,-0.016,0.067,-0.748,0.003,0.000,0.000,175.973,612.530,1014.460,21.800,-10.063,39.0824110,-75.8755484,-19.099,-0.008,-0.016,-0.028,20,13:00:48,-9.841,0.122,0.122,-0.047,0.013,0.032,0.001,0.0,0.011,23.244,3.943
612.785,0,39.092,-75.917,-0.740,0.159,-0.669,-0.004,0.187,-0.709,-0.017,0.000,0.000,176.291,612.805,1014.490,21.800,-10.313,39.0824109,-75.8755485,-19.068,-0.027,0.011,-0.023,20,13:00:48,-9.819,0.079,0.151,-0.019,0.079,-0.036,0.001,0.0,0.016,23.262,3.949
613.060,0,39.093,-75.918,-0.533,0.176,-0.660,0.187,0.368,-0.540,0.052,0.000,0.000,176.558,613.080,1014.440,21.800,-9.897,39.0824108,-75.8755487,-19.034,0.018,-0.001,0.024,20,13:00:48,-9.876,0.194,0.309,0.083,0.015,-0.262,0.001,0.0,0.030,23.241,3.960
613.332,0,39.095,-75.916,-0.647,0.204,-0.647,0.050,0.141,-0.569,-0.012,0.000,0.000,176.025,613.351,1014.460,21.810,-10.063,39.0824107,-75.8755487,-19.023,0.026,-0.046,-0.017,20,13:00:48,-9.812,0.259,0.079,-0.038,0.002,0.128,0.001,0.0,-0.007,23.257,3.954
613.583,0,39.096,-75.918,-0.649,0.212,-0.669,0.035,0.171,-0.783,0.021,0.000,0.000,175.607,613.602,1014.460,21.800,-10.063,39.0824106,-75.8755489,-18.983,-0.020,0.000,-0.078,20,13:00:49,-9.862,0.122,0.101,0.028,-0.077,-0.023,0.001,0.0,-0.006,23.248,3.960
613.858,0,39.095,-75.920,-0.738,0.197,-0.706,-0.029,0.234,-0.778,0.061,0.000,0.000,175.281,613.877,1014.460,21.810,-10.063,39.0824105,-75.8755487,-18.966,-0.013,-0.014,-0.042,20,13:00:49,-9.898,0.215,0.280,0.058,-0.117,-0.068,0.001,0.0,0.026,23.241,3.954
614.131,0,39.094,-75.923,-0.686,0.175,-0.743,0.050,0.049,-0.830,0.069,0.000,0.000,175.537,614.151,1014.450,21.810,-9.980,39.0824105,-75.8755489,-18.921,-0.014,-0.005,-0.059,20,13:00:49,-9.912,0.122,0.079,0.017,0.055,-0.109,0.001,0.0,-0.021,23.234,3.954
614.403,0,39.093,-75.924,-0.773,0.162,-0.772,-0.038,0.158,-0.672,0.028,0.000,0.000,175.247,614.422,1014.470,21.820,-10.146,39.0824105,-75.8755489,-18.902,0.030,0.020,-0.029,20,13:00:50,-9.855,0.323,0.201,0.011,0.013,-0.066,0.001,0.0,0.007,23.239,3.966
614.677,0,39.093,-75.926,-0.747,0.177,-0.804,0.010,0.246,-0.814,0.049,0.000,0.000,175.299,614.696,1014.460,21.820,-10.063,39.0824104,-75.8755489,-18.862,0.051,-0.032,-0.027,20,13:00:50,-9.891,0.165,0.244,0.092,0.085,0.019,0.001,0.0,-0.012,23.264,3.949
614.951,0,39.093,-75.927,-0.732,0.166,-0.804,0.025,0.229,-0.682,0.043,0.000,0.000,175.377,614.971,1014.460,21.820,-10.063,39.0824104,-75.8755490,-18.822,0.046,-0.013,0.005,20,13:00:50,-9.869,0.294,0.323,0.006,0.021,0.017,0.001,0.0,-0.021,23.255,3.949
615.224,0,39.092,-75.927,-0.632,0.145,-0.806,0.115,0.054,-0.801,-0.006,0.000,0.000,175.552,615.243,1014.440,21.830,-9.897,39.0824104,-75.8755491,-18.787,0.004,-0.008,-0.065,20,13:00:50,-9.833,0.151,0.208,-0.015,-0.070,-0.002,0.001,0.0,-0.002,23.255,3.960
615.495,0,39.090,-75.926,-0.727,0.124,-0.812,0.035,0.032,-0.810,0.057,0.000,0.000,175.579,615.515,1014.460,21.830,-10.063,39.0824105,-75.8755492,-18.760,0.000,0.055,0.029,19,13:00:51,-9.898,0.144,0.165,-0.045,0.021,0.060,0.001,0.0,-0.015,23.253,3.943
615.767,0,39.088,-75.927,-0.735,0.084,-0.825,0.034,-0.142,-0.910,0.009,0.000,0.000,175.600,615.786,1014.460,21.840,-10.063,39.0824104,-75.8755494,-18.724,-0.001,-0.010,-0.043,20,13:00:51,-9.862,0.043,0.036,-0.066,0.043,-0.034,0.001,0.0,-0.006,23.257,3.966
616.040,0,39.087,-75.929,-0.816,0.072,-0.834,-0.015,0.080,-0.641,0.053,0.000,0.000,175.497,616.060,1014.450,21.840,-9.980,39.0824103,-75.8755494,-18.701,-0.051,0.070,0.021,20,13:00:51,-9.876,0.323,0.237,-0.040,-0.030,-0.011,0.001,0.0,-0.004,23.253,3.949
616.311,0,39.087,-75.926,-0.619,0.065,-0.812,0.179,0.017,-0.732,0.073,0.000,0.000,175.988,616.330,1014.420,21.840,-9.731,39.0824103,-75.8755494,-18.683,0.039,-0.002,-0.035,20,13:00:51,-9.905,0.144,0.266,-0.040,-0.228,0.000,0.001,0.0,-0.001,23.255,3.949
616.584,0,39.085,-75.925,-0.616,0.035,-0.787,0.173,-0.189,-0.649,0.110,0.000,0.000,176.405,616.607,1014.440,21.840,-9.897,39.0824102,-75.8755495,-18.631,-0.008,-0.019,-0.069,20,13:00:52,-9.941,0.180,0.007,0.045,0.028,-0.043,0.001,0.0,-0.014,23.239,3.960
616.836,0,39.085,-75.926,-0.560,0.039,-0.752,0.212,0.163,-0.483,0.032,0.000,0.000,176.900,616.856,1014.430,21.830,-9.814,39.0824102,-75.8755496,-18.616,-0.010,0.034,0.055,20,13:00:52,-9.848,0.230,0.302,0.019,0.021,-0.094,0.001,0.0,-0.006,23.232,3.954
617.106,0,39.086,-75.920,-0.574,0.053,-0.691,0.162,0.044,-0.454,0.073,0.000,0.000,177.394,617.126,1014.430,21.850,-9.814,39.0824102,-75.8755496,-18.602,-0.036,-0.008,-0.035,20,13:00:52,-9.891,0.180,0.115,-0.060,0.079,0.019,0.001,0.0,0.016,23.244,3.954
617.381,0,39.086,-75.918,-0.688,0.051,-0.651,0.056,-0.146,-0.596,0.084,0.000,0.000,176.957,617.400,1014.460,21.850,-10.063,39.0824101,-75.8755496,-18.588,-0.044,0.045,0.044,20,13:00:53,-9.912,0.136,-0.029,-0.064,0.051,-0.040,0.001,0.0,0.009,23.241,3.960
617.656,0,39.086,-75.917,-0.605,0.044,-0.645,0.148,-0.093,-0.648,0.003,0.000,0.000,176.610,617.675,1014.450,21.850,-9.980,39.0824101,-75.8755496,-18.578,0.005,0.009,0.038,20,13:00:53,-9.833,0.129,0.101,0.009,0.006,-0.079,0.001,0.0,-0.003,23.250,3.949
617.927,0,39.086,-75.918,-0.610,0.059,-0.667,0.127,0.086,-0.699,-0.055,0.000,0.000,175.632,617.947,1014.440,21.850,-9.897,39.0824100,-75.8755496,-18.550,-0.023,0.004,0.039,20,13:00:53,-9.776,0.230,0.172,0.023,-0.011,0.036,0.001,0.0,-0.011,23.250,3.954
618.198,0,39.087,-75.918,-0.587,0.084,-0.683,0.135,0.291,-0.584,0.139,0.000,0.000,176.097,618.218,1014.440,21.860,-9.897,39.0824100,-75.8755496,-18.548,0.063,-0.050,0.003,20,13:00:53,-9.963,0.251,0.287,-0.021,0.038,0.028,0.001,0.0,-0.018,23.244,3.949
618.470,0,39.089,-75.919,-0.479,0.111,-0.687,0.206,0.277,-0.708,0.134,0.000,0.000,176.335,618.489,1014.420,21.860,-9.731,39.0824100,-75.8755495,-18.536,0.052,-0.055,-0.047,19,13:00:54,-9.970,0.079,0.230,-0.096,0.051,-0.023,0.001,0.0,0.024,23.225,3.966
618.741,0,39.091,-75.919,-0.642,0.139,-0.695,0.055,0.333,-0.637,0.133,0.000,0.000,176.183,618.761,1014.460,21.870,-10.063,39.0824100,-75.8755495,-18.524,0.029,-0.058,0.036,20,13:00:54,-9.963,0.172,0.294,-0.036,0.023,0.006,0.001,0.0,0.022,23.237,3.954
619.015,0,39.092,-75.920,-0.414,0.150,-0.679,0.238,0.131,-0.513,0.128,0.000,0.000,176.921,619.034,1014.400,21.860,-9.565,39.0824100,-75.8755493,-18.518,-0.004,-0.025,0.034,20,13:00:54,-9.948,0.201,0.201,0.053,0.000,-0.119,0.001,0.0,0.008,23.234,3.960
619.285,0,39.092,-75.916,-0.665,0.160,-0.647,-0.003,0.325,-0.528,0.096,0.000,0.000,176.966,619.305,1014.460,21.870,-10.063,39.0824099,-75.8755492,-18.520,0.010,0.007,0.012,20,13:00:54,-9.920,0.144,0.316,0.047,0.032,-0.026,0.001,0.0,-0.007,23.260,3.943
619.558,0,39.093,-75.914,-0.618,0.171,-0.611,0.050,0.045,-0.527,0.077,0.000,0.000,176.779,619.578,1014.440,21.870,-9.897,39.0824098,-75.8755491,-18.516,0.012,-0.036,0.031,20,13:00:55,-9.898,0.215,0.122,0.124,-0.030,0.036,0.001,0.0,-0.039,23.239,3.960
619.834,0,39.093,-75.915,-0.738,0.156,-0.595,-0.045,0.014,-0.599,0.094,0.000,0.000,176.903,619.853,1014.470,21.870,-10.146,39.0824098,-75.8755489,-18.518,-0.047,0.060,0.094,20,13:00:55,-9.920,0.129,0.172,-0.021,-0.070,0.077,0.001,0.0,-0.014,23.234,3.949
620.103,0,39.091,-75.911,-0.522,0.139,-0.572,0.160,0.055,-0.461,0.130,0.000,0.000,177.345,620.123,1014.430,21.880,-9.814,39.0824097,-75.8755488,-18.513,-0.007,-0.002,0.004,20,13:00:55,-9.948,0.187,0.144,0.015,-0.064,-0.232,0.001,0.0,0.006,23.225,3.960
620.378,0,39.092,-75.911,-0.726,0.151,-0.557,-0.027,0.203,-0.359,0.121,0.000,0.000,177.228,620.398,1014.460,21.880,-10.063,39.0824096,-75.8755486,-18.518,0.019,-0.011,-0.016,20,13:00:56,-9.934,0.273,0.201,-0.043,0.064,-0.179,0.001,0.0,-0.021,23.241,3.954
620.652,0,39.093,-75.910,-0.625,0.168,-0.525,0.073,0.308,-0.368,0.127,0.000,0.000,177.429,620.671,1014.440,21.880,-9.897,39.0824096,-75.8755486,-18.530,0.007,-0.044,-0.001,20,13:00:56,-9.941,0.223,0.323,0.002,0.053,0.113,0.001,0.0,-0.004,23.232,3.949
620.923,0,39.093,-75.907,-0.584,0.159,-0.487,0.081,0.069,-0.256,-0.040,0.000,0.000,177.942,620.943,1014.440,21.880,-9.897,39.0824094,-75.8755485,-18.513,0.001,-0.026,-0.076,20,13:00:56,-9.769,0.273,0.158,0.034,-0.009,-0.089,0.001,0.0,-0.010,23.253,3.960
621.194,0,39.092,-75.904,-0.659,0.143,-0.442,0.009,-0.060,-0.338,0.061,0.000,0.000,178.465,621.213,1014.460,21.890,-10.063,39.0824094,-75.8755484,-18.507,0.002,-0.051,-0.081,20,13:00:56,-9.876,0.122,0.043,-0.040,-0.077,-0.021,0.001,0.0,0.008,23.239,3.954
621.465,0,39.090,-75.902,-0.697,0.126,-0.412,-0.002,0.083,-0.312,0.171,0.000,0.000,178.371,621.484,1014.450,21.890,-9.980,39.0824093,-75.8755483,-18.514,0.047,-0.021,-0.014,20,13:00:57,-9.984,0.144,0.144,0.015,0.019,-0.119,0.001,0.0,-0.024,23.234,3.949
621.738,0,39.090,-75.899,-0.613,0.115,-0.360,0.100,0.016,-0.165,0.046,0.000,0.000,179.119,621.758,1014.440,21.890,-9.897,39.0824092,-75.8755481,-18.525,-0.004,0.011,0.005,20,13:00:57,-9.855,0.172,0.144,0.023,-0.070,-0.068,0.001,0.0,-0.001,23.223,3.949
622.011,0,39.090,-75.897,-0.602,0.118,-0.316,0.125,0.058,-0.170,-0.005,0.000,0.000,178.882,622.031,1014.450,21.900,-9.980,39.0824092,-75.8755478,-18.534,-0.010,0.003,0.004,20,13:00:57,-9.805,0.180,0.122,0.030,-0.096,0.000,0.001,0.0,-0.002,23.244,3.949
622.281,0,39.091,-75.893,-0.470,0.134,-0.269,0.244,0.077,-0.248,0.208,0.000,0.000,178.643,622.301,1014.420,21.900,-9.731,39.0824091,-75.8755477,-18.535,-0.074,0.035,-0.136,20,13:00:57,-10.020,0.129,0.093,-0.121,0.134,-0.004,0.001,0.0,-0.023,23.250,3.949
622.557,0,39.091,-75.891,-0.575,0.134,-0.229,0.127,0.174,-0.117,0.054,0.000,0.000,178.710,622.577,1014.430,21.900,-9.814,39.0824091,-75.8755474,-18.560,-0.030,0.087,-0.027,20,13:00:58,-9.862,0.208,0.180,-0.083,0.134,-0.026,0.001,0.0,-0.005,23.239,3.954
622.830,0,39.092,-75.890,-0.679,0.154,-0.227,0.028,0.234,-0.349,0.160,0.000,0.000,178.138,622.849,1014.470,21.900,-10.146,39.0824090,-75.8755472,-18.566,-0.036,0.047,-0.072,19,13:00:58,-9.977,0.057,0.158,-0.013,-0.030,0.040,0.001,0.0,-0.011,23.228,3.949
623.098,0,39.093,-75.889,-0.587,0.174,-0.216,0.114,0.160,-0.211,0.109,0.000,0.000,178.632,623.118,1014.430,21.910,-9.814,39.0824090,-75.8755471,-18.580,-0.027,0.003,-0.071,19,13:00:58,-9.920,0.158,0.180,0.089,-0.009,-0.089,0.001,0.0,-0.010,23.244,3.943
623.372,0,39.093,-75.888,-0.568,0.172,-0.196,0.111,0.205,-0.127,0.032,0.000,0.000,178.828,623.391,1014.430,21.910,-9.814,39.0824089,-75.8755468,-18.581,0.017,-0.005,-0.027,20,13:00:59,-9.841,0.187,0.230,0.087,0.019,-0.023,0.001,0.0,0.030,23.239,3.954
623.644,0,39.093,-75.887,-0.508,0.171,-0.177,0.151,0.142,-0.034,0.005,0.000,0.000,178.973,623.663,1014.440,21.910,-9.897,39.0824090,-75.8755466,-18.621,0.019,0.049,-0.059,20,13:00:59,-9.812,0.230,0.165,-0.021,0.072,0.107,0.001,0.0,-0.017,23.230,3.960
623.917,0,39.094,-75.885,-0.603,0.181,-0.133,0.057,0.117,0.044,0.178,0.000,0.000,179.018,623.936,1014.430,21.910,-9.814,39.0824089,-75.8755463,-18.643,-0.063,0.042,-0.091,20,13:00:59,-9.984,0.259,0.136,-0.019,-0.102,-0.079,0.001,0.0,-0.013,23.237,3.960
624.187,0,39.093,-75.883,-0.589,0.173,-0.110,0.078,0.043,-0.153,-0.012,0.000,0.000,179.405,624.207,1014.450,21.920,-9.980,39.0824089,-75.8755462,-18.658,0.023,-0.022,0.005,20,13:00:59,-9.797,0.101,0.129,0.017,-0.111,-0.096,0.001,0.0,0.001,23.239,3.960
624.459,0,39.092,-75.882,-0.597,0.149,-0.110,0.048,-0.065,-0.094,0.034,0.000,0.000,178.985,624.479,1014.440,21.920,-9.897,39.0824089,-75.8755458,-18.700,0.008,0.001,0.011,20,13:01:00,-9.841,0.280,0.101,-0.032,-0.043,-0.023,0.001,0.0,0.006,23.221,3.954
624.735,0,39.090,-75.884,-0.556,0.100,-0.140,0.084,-0.077,-0.227,0.106,0.000,0.000,178.181,624.755,1014.450,21.920,-9.980,39.0824089,-75.8755457,-18.730,0.020,0.023,0.031,20,13:01:00,-9.912,0.223,0.273,-0.051,0.032,0.115,0.001,0.0,-0.021,23.237,3.954
625.005,0,39.085,-75.886,-0.576,0.021,-0.173,0.070,-0.211,-0.194,0.068,0.000,0.000,178.029,625.025,1014.440,21.930,-9.897,39.0824089,-75.8755456,-18.741,-0.003,0.018,-0.099,20,13:01:00,-9.876,0.259,0.194,0.047,0.015,-0.132,0.001,0.0,-0.003,23.232,3.949
625.278,0,39.081,-75.888,-0.610,-0.032,-0.215,0.034,-0.285,-0.542,0.084,0.000,0.000,177.399,625.297,1014.450,21.930,-9.980,39.0824090,-75.8755455,-18.747,-0.017,0.039,-0.014,20,13:01:00,-9.912,0.065,0.079,-0.006,-0.068,0.092,0.001,0.0,-0.024,23.241,3.954
625.549,0,39.078,-75.892,-0.656,-0.074,-0.271,0.027,-0.102,-0.351,0.082,0.000,0.000,177.157,625.568,1014.450,21.930,-9.980,39.0824090,-75.8755454,-18.734,0.016,-0.023,-0.035,20,13:01:01,-9.891,0.294,0.259,-0.019,0.083,0.124,0.001,0.0,0.004,23.241,3.949
625.821,0,39.077,-75.895,-0.421,-0.089,-0.325,0.232,-0.207,-0.524,0.088,0.000,0.000,177.252,625.841,1014.400,21.930,-9.565,39.0824090,-75.8755452,-18.717,-0.017,-0.071,-0.009,20,13:01:01,-9.912,0.136,0.093,0.051,0.064,0.043,0.001,0.0,-0.018,23.239,3.972
626.091,0,39.077,-75.897,-0.598,-0.092,-0.346,0.045,-0.059,-0.413,0.112,0.000,0.000,177.471,626.110,1014.450,21.940,-9.980,39.0824090,-75.8755452,-18.708,0.050,-0.024,-0.014,20,13:01:01,-9.927,0.208,0.201,-0.038,-0.030,-0.002,0.001,0.0,-0.001,23.234,3.960
626.365,0,39.078,-75.899,-0.487,-0.064,-0.368,0.136,0.043,-0.510,0.070,0.000,0.000,177.562,626.385,1014.440,21.940,-9.897,39.0824090,-75.8755451,-18.692,-0.019,0.031,-0.051,20,13:01:02,-9.891,0.101,0.187,0.028,-0.038,-0.040,0.001,0.0,-0.022,23.232,3.960
626.641,0,39.079,-75.901,-0.516,-0.056,-0.404,0.085,-0.039,-0.498,0.144,0.000,0.000,176.925,626.661,1014.440,21.940,-9.897,39.0824089,-75.8755450,-18.680,0.009,-0.051,-0.050,20,13:01:02,-9.963,0.230,0.180,0.002,0.034,0.092,0.001,0.0,-0.032,23.223,3.954
626.915,0,39.080,-75.904,-0.436,-0.036,-0.441,0.162,-0.080,-0.581,0.130,0.000,0.000,176.924,626.934,1014.420,21.940,-9.731,39.0824089,-75.8755449,-18.661,0.035,-0.057,-0.022,20,13:01:02,-9.955,0.158,0.093,-0.023,0.015,0.153,0.001,0.0,-0.023,23.223,3.954
627.185,0,39.081,-75.905,-0.475,-0.016,-0.474,0.101,0.065,-0.607,0.074,0.000,0.000,176.517,627.205,1014.430,21.940,-9.814,39.0824089,-75.8755448,-18.661,0.000,0.060,0.087,20,13:01:02,-9.898,0.172,0.273,0.015,-0.075,0.072,0.001,0.0,-0.010,23.209,3.943
627.459,0,39.081,-75.908,-0.574,-0.026,-0.510,-0.016,-0.163,-0.644,0.111,0.000,0.000,176.483,627.478,1014.460,21.940,-10.063,39.0824088,-75.8755447,-18.641,-0.007,0.011,-0.012,20,13:01:03,-9.941,0.172,0.065,-0.055,0.036,0.055,0.001,0.0,-0.001,23.248,3.966
627.734,0,39.080,-75.910,-0.485,-0.050,-0.543,0.094,-0.244,-0.517,0.104,0.000,0.000,176.557,627.753,1014.410,21.950,-9.647,39.0824088,-75.8755446,-18.616,0.088,-0.020,0.038,20,13:01:03,-9.927,0.266,0.093,0.032,-0.002,0.111,0.001,0.0,0.023,23.212,3.960
628.005,0,39.078,-75.910,-0.405,-0.074,-0.553,0.156,-0.204,-0.583,-0.009,0.000,0.000,176.855,628.025,1014.390,21.950,-9.482,39.0824087,-75.8755444,-18.610,0.022,0.011,0.024,20,13:01:03,-9.819,0.136,0.108,0.045,-0.021,-0.055,0.001,0.0,-0.014,23.237,3.949
628.256,0,39.077,-75.910,-0.350,-0.086,-0.535,0.207,-0.075,-0.435,0.113,0.000,0.000,177.239,628.275,1014.390,21.950,-9.482,39.0824086,-75.8755441,-18.590,0.021,0.011,0.034,20,13:01:03,-9.927,0.194,0.273,0.011,0.156,-0.079,0.001,0.0,-0.022,23.223,3.949
628.531,0,39.075,-75.909,-0.594,-0.125,-0.502,-0.037,-0.119,-0.393,0.115,0.000,0.000,177.225,628.551,1014.430,21.950,-9.814,39.0824085,-75.8755440,-18.547,-0.015,0.049,-0.137,20,13:01:04,-9.927,0.208,0.294,0.040,0.058,0.190,0.001,0.0,-0.017,23.232,3.960
628.803,0,39.074,-75.906,-0.394,-0.132,-0.492,0.172,-0.077,-0.383,-0.015,0.000,0.000,177.585,628.822,1014.410,21.960,-9.647,39.0824084,-75.8755438,-18.534,-0.050,0.040,-0.022,20,13:01:04,-9.797,0.165,0.280,0.053,-0.013,-0.009,0.001,0.0,0.008,23.221,3.943
629.055,0,39.073,-75.906,-0.348,-0.156,-0.471,0.187,-0.140,-0.530,0.110,0.000,0.000,177.475,629.074,1014.410,21.950,-9.647,39.0824083,-75.8755436,-18.500,0.029,-0.041,0.005,20,13:01:04,-9.934,0.079,0.165,-0.049,0.160,0.049,0.001,0.0,0.010,23.216,3.960
629.324,0,39.073,-75.905,-0.466,-0.142,-0.470,0.062,-0.018,-0.485,0.079,0.000,0.000,177.456,629.343,1014.430,21.970,-9.814,39.0824082,-75.8755434,-18.485,-0.037,0.046,-0.016,20,13:01:04,-9.898,0.136,0.215,-0.068,-0.064,0.013,0.001,0.0,-0.018,23.250,3.943
629.598,0,39.075,-75.906,-0.518,-0.098,-0.501,0.028,0.166,-0.615,0.093,0.000,0.000,176.825,629.621,1014.420,21.970,-9.731,39.0824080,-75.8755431,-18.443,-0.057,0.009,0.058,20,13:01:05,-9.920,0.108,0.266,-0.075,-0.013,0.072,0.001,0.0,0.002,23.218,3.954
629.871,0,39.077,-75.907,-0.637,-0.073,-0.499,-0.081,0.011,-0.478,0.030,0.000,0.000,177.132,629.890,1014.480,21.970,-10.229,39.0824080,-75.8755429,-18.426,0.055,-0.038,-0.039,20,13:01:05,-9.848,0.201,0.208,-0.066,0.028,0.028,0.001,0.0,0.001,23.212,3.966
630.145,0,39.079,-75.909,-0.483,-0.046,-0.526,0.087,-0.151,-0.494,0.006,0.000,0.000,176.844,630.165,1014.430,21.970,-9.814,39.0824079,-75.8755428,-18.382,-0.009,-0.034,0.078,20,13:01:05,-9.826,0.251,0.086,-0.092,-0.098,0.004,0.001,0.0,-0.018,23.221,3.949
630.415,0,39.081,-75.910,-0.733,-0.025,-0.550,-0.108,0.086,-0.450,0.079,0.000,0.000,176.713,630.435,1014.440,21.980,-9.897,39.0824077,-75.8755426,-18.356,-0.072,0.070,0.034,20,13:01:06,-9.891,0.287,0.316,0.066,0.051,-0.064,0.001,0.0,0.010,23.209,3.966
630.689,0,39.081,-75.911,-0.562,-0.021,-0.574,0.059,-0.022,-0.725,-0.031,0.000,0.000,176.252,630.709,1014.460,21.980,-10.063,39.0824077,-75.8755424,-18.351,-0.006,-0.010,0.021,20,13:01:06,-9.805,0.115,0.115,-0.015,0.072,0.136,0.001,0.0,-0.007,23.239,3.949
630.966,0,39.082,-75.914,-0.509,-0.013,-0.588,0.107,-0.094,-0.580,0.096,0.000,0.000,176.372,630.986,1014.440,21.970,-9.897,39.0824076,-75.8755421,-18.353,-0.041,0.005,0.075,20,13:01:06,-9.920,0.251,0.122,-0.066,-0.107,-0.100,0.001,0.0,0.024,23.218,3.949
631.241,0,39.082,-75.914,-0.475,-0.010,-0.601,0.134,-0.048,-0.446,0.006,0.000,0.000,176.652,631.261,1014.430,21.970,-9.814,39.0824074,-75.8755419,-18.335,-0.004,0.010,0.034,20,13:01:06,-9.819,0.309,0.223,-0.072,-0.064,0.023,0.001,0.0,0.008,23.214,3.954
631.514,0,39.081,-75.914,-0.591,-0.017,-0.623,0.049,0.028,-0.783,0.039,0.000,0.000,176.273,631.533,1014.440,21.980,-9.897,39.0824073,-75.8755418,-18.310,0.010,0.005,0.102,20,13:01:07,-9.876,0.029,0.259,-0.087,-0.023,0.000,0.001,0.0,-0.007,23.218,3.954
