# Time (s),Altitude (ft),Vertical velocity (m/s),Vertical acceleration (m/s²),Position East of launch (ft),Position North of launch (ft),Latitude (° N),Longitude (° E),Roll rate (r/s),Pitch rate (r/s),Yaw rate (r/s),Air temperature (°F),Air pressure (mbar)
90.491,294.757,-4.14,-0,-257.028,0.098,28.61,-80.601,NaN,NaN,NaN,57.949,1003
90.991,287.966,-4.141,0.002,-260.069,0.098,28.61,-80.601,NaN,NaN,NaN,57.972,1003
91.202,285.092,-4.14,0.001,-261.358,0.098,28.61,-80.601,NaN,NaN,NaN,57.983,1003
91.414,282.221,-4.14,0.001,-262.644,0.098,28.61,-80.601,NaN,NaN,NaN,57.994,1003
91.625,279.35,-4.14,0.005,-263.934,0.098,28.61,-80.601,NaN,NaN,NaN,58.005,1003
91.837,276.48,-4.139,-0.001,-265.2,0.098,28.61,-80.601,NaN,NaN,NaN,58.014,1003
92.048,273.609,-4.139,0.008,-266.43,0.098,28.61,-80.601,NaN,NaN,NaN,58.024,1003
92.259,270.738,-4.137,-0.006,-267.68,0.098,28.61,-80.601,NaN,NaN,NaN,58.035,1004
92.471,267.867,-4.139,-0.001,-268.944,0.098,28.61,-80.601,NaN,NaN,NaN,58.044,1004
92.682,265,-4.139,0.006,-270.187,0.098,28.61,-80.601,NaN,NaN,NaN,58.055,1004
92.894,262.129,-4.138,0.005,-271.444,0.098,28.61,-80.601,NaN,NaN,NaN,58.066,1004
93.105,259.262,-4.137,-0.007,-272.759,0.098,28.61,-80.601,NaN,NaN,NaN,58.075,1004
93.316,256.391,-4.138,0.003,-274.091,0.098,28.61,-80.601,NaN,NaN,NaN,58.086,1004
93.528,253.524,-4.137,-0.003,-275.427,0.098,28.61,-80.601,NaN,NaN,NaN,58.096,1004
93.739,250.653,-4.138,0.001,-276.788,0.098,28.61,-80.601,NaN,NaN,NaN,58.105,1004
93.95,247.785,-4.138,0.001,-278.15,0.098,28.61,-80.601,NaN,NaN,NaN,58.116,1004
94.162,244.918,-4.138,0.005,-279.508,0.098,28.61,-80.601,NaN,NaN,NaN,58.127,1004
94.373,242.047,-4.137,0.004,-280.879,0.098,28.61,-80.601,NaN,NaN,NaN,58.136,1005
94.584,239.18,-4.136,-0.007,-282.244,0.098,28.61,-80.601,NaN,NaN,NaN,58.147,1005
94.796,236.312,-4.137,0.002,-283.586,0.098,28.61,-80.601,NaN,NaN,NaN,58.158,1005
95.007,233.445,-4.137,-0.001,-284.948,0.095,28.61,-80.601,NaN,NaN,NaN,58.167,1005
95.218,230.577,-4.137,0.07,-286.319,0.095,28.61,-80.601,NaN,NaN,NaN,58.177,1005
95.429,227.717,-4.122,-0.048,-287.776,0.095,28.61,-80.601,NaN,NaN,NaN,58.188,1005
95.641,224.846,-4.132,-0.02,-289.275,0.095,28.61,-80.601,NaN,NaN,NaN,58.199,1005
95.853,221.978,-4.136,0.008,-290.719,0.095,28.61,-80.601,NaN,NaN,NaN,58.208,1005
96.064,219.114,-4.135,0.023,-292.185,0.095,28.61,-80.601,NaN,NaN,NaN,58.219,1005
96.275,216.25,-4.13,-0.029,-293.734,0.095,28.61,-80.601,NaN,NaN,NaN,58.23,1006
96.487,213.383,-4.136,0.002,-295.341,0.095,28.61,-80.601,NaN,NaN,NaN,58.239,1006
96.698,210.515,-4.135,0.001,-296.952,0.095,28.61,-80.601,NaN,NaN,NaN,58.249,1006
96.909,207.651,-4.135,0.02,-298.586,0.095,28.61,-80.601,NaN,NaN,NaN,58.26,1006
97.12,204.787,-4.131,-0.012,-300.187,0.095,28.61,-80.601,NaN,NaN,NaN,58.269,1006
97.332,201.923,-4.134,0.028,-301.713,0.095,28.61,-80.601,NaN,NaN,NaN,58.28,1006
97.543,199.058,-4.128,-0.024,-303.153,0.095,28.61,-80.601,NaN,NaN,NaN,58.291,1006
97.754,196.194,-4.133,-0.009,-304.501,0.095,28.61,-80.601,NaN,NaN,NaN,58.3,1006
97.965,193.33,-4.135,0.004,-305.817,0.095,28.61,-80.601,NaN,NaN,NaN,58.311,1006
98.177,190.466,-4.134,-0.001,-307.152,0.095,28.61,-80.601,NaN,NaN,NaN,58.321,1006
98.388,187.602,-4.134,0.017,-308.52,0.095,28.61,-80.601,NaN,NaN,NaN,58.33,1007
98.599,184.741,-4.13,-0.017,-309.856,0.095,28.61,-80.601,NaN,NaN,NaN,58.341,1007
98.81,181.873,-4.134,0,-311.155,0.095,28.61,-80.601,NaN,NaN,NaN,58.352,1007
99.021,179.012,-4.134,0.002,-312.461,0.095,28.61,-80.601,NaN,NaN,NaN,58.361,1007
99.232,176.148,-4.133,0.034,-313.776,0.095,28.61,-80.601,NaN,NaN,NaN,58.372,1007
99.443,173.291,-4.126,-0.015,-315.161,0.095,28.61,-80.601,NaN,NaN,NaN,58.383,1007
99.655,170.427,-4.129,-0.011,-316.65,0.095,28.61,-80.601,NaN,NaN,NaN,58.392,1007
99.866,167.562,-4.132,-0.002,-318.159,0.095,28.61,-80.601,NaN,NaN,NaN,58.402,1007
100.077,164.701,-4.132,-0.002,-319.619,0.095,28.61,-80.601,NaN,NaN,NaN,58.413,1007
100.288,161.841,-4.133,0.001,-321.053,0.095,28.61,-80.601,NaN,NaN,NaN,58.422,1007
100.499,158.98,-4.133,0.001,-322.484,0.095,28.61,-80.601,NaN,NaN,NaN,58.433,1008
100.71,156.119,-4.132,-0,-323.93,0.095,28.61,-80.601,NaN,NaN,NaN,58.444,1008
100.921,153.258,-4.132,0.005,-325.384,0.095,28.61,-80.601,NaN,NaN,NaN,58.453,1008
101.132,150.397,-4.131,-0.002,-326.854,0.095,28.61,-80.601,NaN,NaN,NaN,58.464,1008
101.343,147.536,-4.132,0.015,-328.36,0.095,28.61,-80.601,NaN,NaN,NaN,58.474,1008
101.554,144.678,-4.129,-0.008,-329.833,0.095,28.61,-80.601,NaN,NaN,NaN,58.483,1008
101.765,141.818,-4.13,-0.005,-331.24,0.095,28.61,-80.601,NaN,NaN,NaN,58.494,1008
101.976,138.957,-4.131,0,-332.628,0.095,28.61,-80.601,NaN,NaN,NaN,58.505,1008
102.187,136.099,-4.131,0.018,-334.029,0.095,28.61,-80.601,NaN,NaN,NaN,58.514,1008
102.398,133.241,-4.127,-0.016,-335.387,0.095,28.61,-80.601,NaN,NaN,NaN,58.525,1008
102.609,130.381,-4.131,0.012,-336.716,0.095,28.61,-80.601,NaN,NaN,NaN,58.536,1009
102.82,127.523,-4.128,0.002,-338.087,0.095,28.61,-80.601,NaN,NaN,NaN,58.545,1009
103.031,124.665,-4.128,-0.012,-339.534,0.095,28.61,-80.601,NaN,NaN,NaN,58.555,1009
103.242,121.804,-4.13,0.009,-341.01,0.095,28.61,-80.601,NaN,NaN,NaN,58.566,1009
103.453,118.947,-4.129,-0.008,-342.451,0.095,28.61,-80.601,NaN,NaN,NaN,58.575,1009
103.664,116.089,-4.13,0.006,-343.858,0.095,28.61,-80.601,NaN,NaN,NaN,58.586,1009
103.875,113.232,-4.129,0.003,-345.24,0.095,28.61,-80.601,NaN,NaN,NaN,58.597,1009
104.086,110.374,-4.128,-0.005,-346.624,0.095,28.61,-80.601,NaN,NaN,NaN,58.606,1009
104.297,107.516,-4.129,0.007,-348.051,0.095,28.61,-80.601,NaN,NaN,NaN,58.617,1009
104.508,104.662,-4.128,-0.004,-349.462,0.095,28.61,-80.601,NaN,NaN,NaN,58.627,1010
104.719,101.804,-4.129,-0.001,-350.86,0.095,28.61,-80.601,NaN,NaN,NaN,58.636,1010
104.93,98.947,-4.129,0,-352.283,0.095,28.61,-80.601,NaN,NaN,NaN,58.647,1010
105.141,96.093,-4.129,0.006,-353.711,0.095,28.61,-80.601,NaN,NaN,NaN,58.658,1010
105.351,93.238,-4.128,-0.003,-355.112,0.095,28.61,-80.601,NaN,NaN,NaN,58.667,1010
105.562,90.381,-4.128,0,-356.48,0.095,28.61,-80.601,NaN,NaN,NaN,58.678,1010
105.773,87.526,-4.128,0,-357.841,0.095,28.61,-80.601,NaN,NaN,NaN,58.689,1010
105.984,84.672,-4.128,0.002,-359.213,0.095,28.61,-80.601,NaN,NaN,NaN,58.698,1010
106.195,81.814,-4.128,0.008,-360.594,0.095,28.61,-80.601,NaN,NaN,NaN,58.708,1010
106.405,78.963,-4.126,0.01,-361.959,0.095,28.61,-80.601,NaN,NaN,NaN,58.719,1010
106.616,76.109,-4.124,-0.017,-363.337,0.095,28.61,-80.601,NaN,NaN,NaN,58.728,1011
106.827,73.251,-4.128,0.007,-364.757,0.095,28.61,-80.601,NaN,NaN,NaN,58.739,1011
107.038,70.4,-4.126,-0.004,-366.145,0.095,28.61,-80.601,NaN,NaN,NaN,58.75,1011
107.249,67.546,-4.127,0.004,-367.497,0.095,28.61,-80.601,NaN,NaN,NaN,58.759,1011
107.46,64.692,-4.126,0.003,-368.816,0.095,28.61,-80.601,NaN,NaN,NaN,58.77,1011
107.67,61.837,-4.125,0.03,-370.141,0.095,28.61,-80.601,NaN,NaN,NaN,58.779,1011
107.881,58.986,-4.119,-0.031,-371.555,0.095,28.61,-80.601,NaN,NaN,NaN,58.789,1011
108.092,56.132,-4.126,0.005,-373.015,0.095,28.61,-80.601,NaN,NaN,NaN,58.8,1011
108.303,53.281,-4.125,0.008,-374.419,0.095,28.61,-80.601,NaN,NaN,NaN,58.809,1011
108.514,50.43,-4.123,-0.014,-375.758,0.095,28.61,-80.601,NaN,NaN,NaN,58.82,1011
108.725,47.575,-4.126,0.003,-377.054,0.095,28.61,-80.601,NaN,NaN,NaN,58.831,1012
108.935,44.724,-4.125,0.001,-378.327,0.095,28.61,-80.601,NaN,NaN,NaN,58.84,1012
109.146,41.873,-4.125,-0.002,-379.603,0.095,28.61,-80.601,NaN,NaN,NaN,58.851,1012
109.357,39.019,-4.126,0.006,-380.899,0.095,28.61,-80.601,NaN,NaN,NaN,58.861,1012
109.567,36.168,-4.124,-0.004,-382.178,0.095,28.61,-80.601,NaN,NaN,NaN,58.87,1012
109.778,33.317,-4.125,0.001,-383.442,0.095,28.61,-80.601,NaN,NaN,NaN,58.881,1012
109.989,30.469,-4.125,0.002,-384.705,0.095,28.61,-80.601,NaN,NaN,NaN,58.892,1012
110.199,27.618,-4.125,0.004,-385.978,0.095,28.61,-80.601,NaN,NaN,NaN,58.901,1012
110.41,24.767,-4.124,-0.003,-387.28,0.095,28.61,-80.601,NaN,NaN,NaN,58.912,1012
110.621,21.916,-4.125,0.003,-388.606,0.095,28.61,-80.601,NaN,NaN,NaN,58.923,1012
110.831,19.068,-4.124,-0.001,-389.921,0.095,28.61,-80.601,NaN,NaN,NaN,58.932,1013
111.042,16.217,-4.124,0,-391.211,0.095,28.61,-80.601,NaN,NaN,NaN,58.942,1013
111.252,13.369,-4.124,0.001,-392.5,0.095,28.61,-80.601,NaN,NaN,NaN,58.953,1013
111.463,10.518,-4.124,0.027,-393.793,0.095,28.61,-80.601,NaN,NaN,NaN,58.962,1013
111.673,7.671,-4.118,-0.024,-395.039,0.092,28.61,-80.601,NaN,NaN,NaN,58.973,1013
111.884,4.823,-4.123,-0.001,-396.247,0.092,28.61,-80.601,NaN,NaN,NaN,58.982,1013
112.241,0,-4.123,0.001,-398.327,0.092,28.61,-80.601,NaN,NaN,NaN,59,1013
